  May  15     193.4        80.0         89.7        23.7       0.0     0.0      193.4       177.4        185.5           15969.1
  May  14     166.4        68.7         77.0        20.7       0.0     2.7      163.6       179.4        182.8           15586.2
  May  13     172.2        71.5         79.5        21.3       0.0     0.0      172.2       187.4        181.9           15262.2
  May  12     178.9        74.2         82.2        22.5       0.0     0.0      178.9       191.8        177.3           14921.2
  May  11     178.9        74.2         82.2        22.5       0.0     0.0      178.9       193.6        171.2           14567.0
  May  10     203.2        82.8         94.9        25.5       0.0     0.0      203.2       193.6        166.6           14212.8
  May   9     203.9        82.8         95.0        26.1       0.0     0.0      203.9       186.3        160.8           13810.4
  May   8     194.0        79.9         89.8        24.3       0.0     0.0      194.0       176.3        157.1           13406.6
  May   7     187.8        76.8         87.3        23.7       0.0     0.0      187.8       162.8        151.4           13022.4
  May   6     178.8        74.1         82.2        22.5       0.0     0.0      178.8       148.8        145.9           12650.5
  May   5     166.9        68.6         77.1        21.3       0.0     0.0      166.9       139.6        145.4           12296.4
  May   4     154.0        62.7         71.9        19.4       0.0     0.0      154.0       135.3        143.2           11965.9
  May   3  *  126.2        51.5         58.9        15.8       0.0     0.0      126.2       137.9        144.5           11660.9
  May   2     119.9        48.4         56.4        15.2       0.0     2.0      117.9       140.0        147.9           11410.9
  May   1     132.8        54.2         61.6        17.0       0.0     0.0      132.8       143.0        150.1           11177.5
  Apr. 30     145.7        60.0         66.8        18.8       0.0     0.0      145.7       151.1        150.1           10914.5
  Apr. 29     166.9        68.6         77.1        21.3       0.0     0.0      166.9       151.1        145.4           10626.1
  Apr. 28  *  145.6        60.0         66.8        18.8       0.0     8.7      136.9       151.1        142.7           10295.7
  Apr. 27     132.7        54.1         61.6        17.0       0.0     0.0      132.7       155.9        140.9           10024.6
  Apr. 26     173.5        71.3         79.7        22.5       0.0     0.0      173.5       157.2        142.8            9761.8
  Apr. 25     145.6        60.0         66.8        18.8       0.0     0.0      145.6       149.0        140.6            9418.3
  Apr. 24     166.8        68.5         77.1        21.3       0.0     0.0      166.8       139.7        139.1            9130.0
  Apr. 23     160.6        65.4         74.5        20.7       0.0     0.0      160.6       134.2        134.3            8799.6
  Apr. 22     139.4        56.9         64.3        18.2       0.0     0.0      139.4       125.9        126.7            8481.6
  Apr. 21  *  132.7        54.1         61.6        17.0       0.0     0.0      132.7       128.4        126.8            8205.7
  Apr. 20      99.1        40.2         46.2        12.8       0.0     0.0       99.1       132.2        130.3            7942.9
  Apr. 19     139.4        56.9         64.3        18.2       0.0     0.0      139.4       138.5        133.0            7746.7
  Apr. 18  *  118.7        46.4         56.5        15.8       0.0     0.0      118.7       134.3        131.6            7470.7
  Apr. 17     152.0        60.0         72.0        20.1       0.0     0.0      152.0       127.6        131.1            7235.7
  Apr. 16     152.0        60.0         72.0        20.1       0.0     0.0      152.0       125.3        128.0            6934.7
  Apr. 15     130.4        51.8         61.6        17.0       0.0     0.0      130.4       128.3        125.6            6633.7
  Apr. 14     118.6        46.3         56.5        15.8       0.0     0.0      118.6       127.4        123.9            6375.6
  Apr. 13      85.3        32.7         41.0        11.5       0.0     0.0       85.3       128.9        123.3            6140.9
  Apr. 12     140.1        54.4         66.8        18.8       0.0     0.0      140.1       134.6        124.6            5972.0
  Apr. 11     167.4        65.2         79.7        22.5       0.0     0.0      167.4       130.7        120.7            5694.7
  Apr. 10  *  125.8        49.0         59.2        17.6       0.0     0.0      125.8       122.8        113.9            5363.2
  Apr.  9     125.8        48.9         59.2        17.6       0.0     0.0      125.8       120.3        111.9            5114.1
  Apr.  8  *  114.1        43.6         54.1        16.4       0.0     0.0      114.1       117.7        108.1            4865.1
  Apr.  7     120.6        46.3         56.7        17.6       0.0     0.0      120.6       114.5        105.1            4639.2
  Apr.  6     127.9        49.0         59.5        19.4       0.0     0.0      127.9       110.6        100.2            4400.4
  Apr.  5     113.0        43.6         51.8        17.6       0.0     0.0      113.0       104.9         84.0            4147.1
  Apr.  4     112.9        43.5         51.8        17.6       0.0     0.0      112.9       103.5         77.3            3923.4
  Apr.  3      98.0        38.1         44.1        15.8       0.0     0.0       98.0        98.5         73.0            3699.7
  Apr.  2  *  101.2        38.1         46.7        16.4       0.0     0.0      101.2        95.7         69.8            3505.6
  Apr.  1      99.3        38.0         44.3        17.0       0.0     0.0       99.3        89.8         66.9            3305.2
  Mar. 31     106.1        40.8         47.0        18.2       0.0     0.0      106.1        63.0         64.8            3108.5
  Mar. 30  *   87.7        32.7         39.2        15.8       0.0     0.0       87.7        51.1         60.8            2898.5
  Mar. 29      84.4        32.6         36.6        15.2       0.0     0.0       84.4        47.5         57.6            2724.9
  Mar. 28      71.4        26.7         31.4        13.4       0.0     0.0       71.4        43.9         53.8            2557.8
