"Date","Mean_cfs_SanAcacia","Mean_cfs_BosFarms"
2003-01-01,557,NA
2003-01-02,543,NA
2003-01-03,518,NA
2003-01-04,514,NA
2003-01-05,526,NA
2003-01-06,525,NA
2003-01-07,514,NA
2003-01-08,517,NA
2003-01-09,520,NA
2003-01-10,561,NA
2003-01-11,580,NA
2003-01-12,643,NA
2003-01-13,644,NA
2003-01-14,646,NA
2003-01-15,688,NA
2003-01-16,696,NA
2003-01-17,770,NA
2003-01-18,716,NA
2003-01-19,689,NA
2003-01-20,657,NA
2003-01-21,596,NA
2003-01-22,548,NA
2003-01-23,520,NA
2003-01-24,503,NA
2003-01-25,508,NA
2003-01-26,506,NA
2003-01-27,513,NA
2003-01-28,561,NA
2003-01-29,577,NA
2003-01-30,577,NA
2003-01-31,588,NA
2003-02-01,593,NA
2003-02-02,586,NA
2003-02-03,563,NA
2003-02-04,574,NA
2003-02-05,616,NA
2003-02-06,621,NA
2003-02-07,639,NA
2003-02-08,692,NA
2003-02-09,702,NA
2003-02-10,583,NA
2003-02-11,516,NA
2003-02-12,492,NA
2003-02-13,458,NA
2003-02-14,446,NA
2003-02-15,500,NA
2003-02-16,697,NA
2003-02-17,700,NA
2003-02-18,838,NA
2003-02-19,735,NA
2003-02-20,582,NA
2003-02-21,501,NA
2003-02-22,697,NA
2003-02-23,686,NA
2003-02-24,554,NA
2003-02-25,530,NA
2003-02-26,473,NA
2003-02-27,423,NA
2003-02-28,311,NA
2003-03-01,334,NA
2003-03-02,355,NA
2003-03-03,445,NA
2003-03-04,380,NA
2003-03-05,345,NA
2003-03-06,312,NA
2003-03-07,275,NA
2003-03-08,232,NA
2003-03-09,233,NA
2003-03-10,256,NA
2003-03-11,277,NA
2003-03-12,269,NA
2003-03-13,206,NA
2003-03-14,177,NA
2003-03-15,187,NA
2003-03-16,204,NA
2003-03-17,196,NA
2003-03-18,187,NA
2003-03-19,200,NA
2003-03-20,272,NA
2003-03-21,692,NA
2003-03-22,589,NA
2003-03-23,1300,NA
2003-03-24,525,NA
2003-03-25,440,NA
2003-03-26,320,NA
2003-03-27,243,NA
2003-03-28,235,NA
2003-03-29,219,NA
2003-03-30,245,NA
2003-03-31,365,NA
2003-04-01,322,NA
2003-04-02,238,NA
2003-04-03,199,NA
2003-04-04,169,NA
2003-04-05,188,NA
2003-04-06,196,NA
2003-04-07,160,NA
2003-04-08,150,NA
2003-04-09,152,NA
2003-04-10,144,NA
2003-04-11,136,NA
2003-04-12,144,NA
2003-04-13,145,NA
2003-04-14,126,NA
2003-04-15,113,NA
2003-04-16,105,NA
2003-04-17,128,NA
2003-04-18,190,NA
2003-04-19,230,NA
2003-04-20,425,NA
2003-04-21,506,NA
2003-04-22,541,NA
2003-04-23,454,NA
2003-04-24,339,NA
2003-04-25,378,NA
2003-04-26,413,NA
2003-04-27,445,NA
2003-04-28,310,NA
2003-04-29,247,NA
2003-04-30,237,NA
2003-05-01,205,NA
2003-05-02,286,NA
2003-05-03,505,NA
2003-05-04,749,NA
2003-05-05,587,NA
2003-05-06,359,NA
2003-05-07,336,NA
2003-05-08,248,NA
2003-05-09,174,NA
2003-05-10,182,NA
2003-05-11,178,NA
2003-05-12,193,NA
2003-05-13,149,NA
2003-05-14,148,NA
2003-05-15,147,NA
2003-05-16,141,NA
2003-05-17,223,NA
2003-05-18,662,NA
2003-05-19,755,NA
2003-05-20,562,NA
2003-05-21,283,NA
2003-05-22,280,NA
2003-05-23,228,NA
2003-05-24,219,NA
2003-05-25,237,NA
2003-05-26,230,NA
2003-05-27,238,NA
2003-05-28,633,NA
2003-05-29,569,NA
2003-05-30,702,NA
2003-05-31,621,NA
2003-06-01,796,NA
2003-06-02,669,NA
2003-06-03,406,NA
2003-06-04,315,NA
2003-06-05,265,NA
2003-06-06,254,NA
2003-06-07,204,NA
2003-06-08,161,NA
2003-06-09,155,NA
2003-06-10,122,NA
2003-06-11,117,NA
2003-06-12,98.8,NA
2003-06-13,74.3,NA
2003-06-14,68.9,NA
2003-06-15,80.4,NA
2003-06-16,60.5,NA
2003-06-17,91.4,NA
2003-06-18,65.3,NA
2003-06-19,69.7,NA
2003-06-20,98.3,NA
2003-06-21,93.8,NA
2003-06-22,77,NA
2003-06-23,71.9,NA
2003-06-24,64.1,NA
2003-06-25,59.7,NA
2003-06-26,49.4,NA
2003-06-27,45.8,NA
2003-06-28,41.3,NA
2003-06-29,41.4,NA
2003-06-30,43.2,NA
2003-07-01,39.8,NA
2003-07-02,32.5,NA
2003-07-03,28.1,NA
2003-07-04,27.2,NA
2003-07-05,26.1,NA
2003-07-06,25.2,NA
2003-07-07,25,NA
2003-07-08,23.5,NA
2003-07-09,22.4,NA
2003-07-10,21.2,NA
2003-07-11,20.2,NA
2003-07-12,20.1,NA
2003-07-13,19.9,NA
2003-07-14,19.4,NA
2003-07-15,18.3,NA
2003-07-16,16.4,NA
2003-07-17,14.8,NA
2003-07-18,13.8,NA
2003-07-19,13.4,NA
2003-07-20,12.8,NA
2003-07-21,12.1,NA
2003-07-22,11.5,NA
2003-07-23,11.2,NA
2003-07-24,10.8,NA
2003-07-25,10.3,NA
2003-07-26,9.77,NA
2003-07-27,9.37,NA
2003-07-28,8.95,NA
2003-07-29,11.1,NA
2003-07-30,6.8,NA
2003-07-31,6.1,NA
2003-08-01,5.4,NA
2003-08-02,4.8,NA
2003-08-03,4.2,NA
2003-08-04,3.8,NA
2003-08-05,3.8,NA
2003-08-06,3.7,NA
2003-08-07,3.8,NA
2003-08-08,4.2,NA
2003-08-09,4.3,NA
2003-08-10,4.2,NA
2003-08-11,4.1,NA
2003-08-12,3.9,NA
2003-08-13,4.1,NA
2003-08-14,4.4,NA
2003-08-15,4.3,NA
2003-08-16,4.3,NA
2003-08-17,4.3,NA
2003-08-18,4.3,NA
2003-08-19,4.3,NA
2003-08-20,4.3,NA
2003-08-21,4.3,NA
2003-08-22,4.3,NA
2003-08-23,4.1,NA
2003-08-24,4,NA
2003-08-25,3.7,NA
2003-08-26,4.1,NA
2003-08-27,3.9,NA
2003-08-28,3.5,NA
2003-08-29,3.6,NA
2003-08-30,5.6,NA
2003-08-31,4,NA
2003-09-01,4.4,NA
2003-09-02,5,NA
2003-09-03,6,NA
2003-09-04,7,NA
2003-09-05,5,NA
2003-09-06,4.8,NA
2003-09-07,70.3,NA
2003-09-08,73.7,NA
2003-09-09,180,NA
2003-09-10,162,NA
2003-09-11,383,NA
2003-09-12,561,NA
2003-09-13,786,NA
2003-09-14,2160,NA
2003-09-15,992,NA
2003-09-16,164,NA
2003-09-17,100,NA
2003-09-18,50,NA
2003-09-19,19,NA
2003-09-20,21,NA
2003-09-21,0.7,NA
2003-09-22,0.4,NA
2003-09-23,0.35,NA
2003-09-24,0.35,NA
2003-09-25,0.4,NA
2003-09-26,0.42,NA
2003-09-27,0.7,NA
2003-09-28,1.4,NA
2003-09-29,1.9,NA
2003-09-30,2.2,NA
2003-10-01,2.84,NA
2003-10-02,6.41,NA
2003-10-03,9.05,NA
2003-10-04,15.1,NA
2003-10-05,12.9,NA
2003-10-06,13.7,NA
2003-10-07,313,NA
2003-10-08,414,NA
2003-10-09,422,NA
2003-10-10,273,NA
2003-10-11,262,NA
2003-10-12,244,NA
2003-10-13,266,NA
2003-10-14,308,NA
2003-10-15,205,NA
2003-10-16,161,NA
2003-10-17,149,NA
2003-10-18,129,NA
2003-10-19,107,NA
2003-10-20,77.5,NA
2003-10-21,42.1,NA
2003-10-22,74.6,NA
2003-10-23,62.9,NA
2003-10-24,66.9,NA
2003-10-25,54.6,NA
2003-10-26,59.2,NA
2003-10-27,49.8,NA
2003-10-28,47.3,NA
2003-10-29,77.5,NA
2003-10-30,92.5,NA
2003-10-31,76.7,NA
2003-11-01,188,NA
2003-11-02,195,NA
2003-11-03,219,NA
2003-11-04,236,NA
2003-11-05,246,NA
2003-11-06,252,NA
2003-11-07,261,NA
2003-11-08,277,NA
2003-11-09,302,NA
2003-11-10,310,NA
2003-11-11,316,NA
2003-11-12,338,NA
2003-11-13,362,NA
2003-11-14,401,NA
2003-11-15,488,NA
2003-11-16,507,NA
2003-11-17,489,NA
2003-11-18,481,NA
2003-11-19,478,NA
2003-11-20,488,NA
2003-11-21,510,NA
2003-11-22,521,NA
2003-11-23,516,NA
2003-11-24,500,NA
2003-11-25,493,NA
2003-11-26,525,NA
2003-11-27,545,NA
2003-11-28,605,NA
2003-11-29,630,NA
2003-11-30,620,NA
2003-12-01,628,NA
2003-12-02,585,NA
2003-12-03,582,NA
2003-12-04,572,NA
2003-12-05,591,NA
2003-12-06,605,NA
2003-12-07,627,NA
2003-12-08,617,NA
2003-12-09,568,NA
2003-12-10,571,NA
2003-12-11,559,NA
2003-12-12,587,NA
2003-12-13,634,NA
2003-12-14,610,NA
2003-12-15,578,NA
2003-12-16,520,NA
2003-12-17,497,NA
2003-12-18,515,NA
2003-12-19,564,NA
2003-12-20,567,NA
2003-12-21,563,NA
2003-12-22,539,NA
2003-12-23,556,NA
2003-12-24,552,NA
2003-12-25,561,NA
2003-12-26,650,NA
2003-12-27,698,NA
2003-12-28,649,NA
2003-12-29,641,NA
2003-12-30,646,NA
2003-12-31,627,NA
2004-01-01,563,NA
2004-01-02,481,NA
2004-01-03,481,NA
2004-01-04,506,NA
2004-01-05,523,NA
2004-01-06,565,NA
2004-01-07,561,NA
2004-01-08,557,NA
2004-01-09,551,NA
2004-01-10,509,NA
2004-01-11,518,NA
2004-01-12,542,NA
2004-01-13,561,NA
2004-01-14,565,NA
2004-01-15,568,NA
2004-01-16,582,NA
2004-01-17,572,NA
2004-01-18,576,NA
2004-01-19,593,NA
2004-01-20,629,NA
2004-01-21,647,NA
2004-01-22,649,NA
2004-01-23,648,NA
2004-01-24,660,NA
2004-01-25,678,NA
2004-01-26,674,NA
2004-01-27,644,NA
2004-01-28,638,NA
2004-01-29,631,NA
2004-01-30,656,NA
2004-01-31,608,NA
2004-02-01,565,NA
2004-02-02,548,NA
2004-02-03,544,NA
2004-02-04,540,NA
2004-02-05,541,NA
2004-02-06,539,NA
2004-02-07,545,NA
2004-02-08,557,NA
2004-02-09,565,NA
2004-02-10,571,NA
2004-02-11,576,NA
2004-02-12,577,NA
2004-02-13,569,NA
2004-02-14,556,NA
2004-02-15,525,NA
2004-02-16,536,NA
2004-02-17,537,NA
2004-02-18,539,NA
2004-02-19,537,NA
2004-02-20,531,NA
2004-02-21,529,NA
2004-02-22,539,NA
2004-02-23,554,NA
2004-02-24,590,NA
2004-02-25,602,NA
2004-02-26,899,NA
2004-02-27,628,NA
2004-02-28,604,NA
2004-02-29,580,NA
2004-03-01,532,NA
2004-03-02,558,NA
2004-03-03,535,NA
2004-03-04,545,NA
2004-03-05,555,NA
2004-03-06,679,NA
2004-03-07,723,NA
2004-03-08,580,NA
2004-03-09,546,NA
2004-03-10,499,NA
2004-03-11,482,NA
2004-03-12,442,NA
2004-03-13,459,NA
2004-03-14,480,NA
2004-03-15,518,NA
2004-03-16,519,NA
2004-03-17,495,NA
2004-03-18,610,NA
2004-03-19,814,NA
2004-03-20,836,NA
2004-03-21,882,NA
2004-03-22,813,NA
2004-03-23,801,NA
2004-03-24,666,NA
2004-03-25,626,NA
2004-03-26,635,NA
2004-03-27,672,NA
2004-03-28,752,NA
2004-03-29,946,NA
2004-03-30,1060,NA
2004-03-31,1070,NA
2004-04-01,1650,NA
2004-04-02,1680,NA
2004-04-03,1490,NA
2004-04-04,3160,NA
2004-04-05,2740,NA
2004-04-06,2730,NA
2004-04-07,2750,NA
2004-04-08,3180,NA
2004-04-09,2590,NA
2004-04-10,2670,NA
2004-04-11,2480,NA
2004-04-12,2640,NA
2004-04-13,2590,NA
2004-04-14,2420,NA
2004-04-15,1960,NA
2004-04-16,1960,NA
2004-04-17,1930,NA
2004-04-18,1640,NA
2004-04-19,1530,NA
2004-04-20,1350,NA
2004-04-21,1230,NA
2004-04-22,1330,NA
2004-04-23,1210,NA
2004-04-24,1090,NA
2004-04-25,862,NA
2004-04-26,710,NA
2004-04-27,645,NA
2004-04-28,456,NA
2004-04-29,349,NA
2004-04-30,311,NA
2004-05-01,324,NA
2004-05-02,368,NA
2004-05-03,465,NA
2004-05-04,493,NA
2004-05-05,471,NA
2004-05-06,725,NA
2004-05-07,1070,NA
2004-05-08,1170,NA
2004-05-09,1480,NA
2004-05-10,2160,NA
2004-05-11,2060,NA
2004-05-12,1910,NA
2004-05-13,1860,NA
2004-05-14,1970,NA
2004-05-15,2200,NA
2004-05-16,2270,NA
2004-05-17,2320,NA
2004-05-18,2230,NA
2004-05-19,1690,NA
2004-05-20,1480,NA
2004-05-21,1430,NA
2004-05-22,1260,NA
2004-05-23,1430,NA
2004-05-24,1560,NA
2004-05-25,1520,NA
2004-05-26,1320,NA
2004-05-27,1200,NA
2004-05-28,947,NA
2004-05-29,859,NA
2004-05-30,694,NA
2004-05-31,659,NA
2004-06-01,506,NA
2004-06-02,422,NA
2004-06-03,380,NA
2004-06-04,310,NA
2004-06-05,240,NA
2004-06-06,170,NA
2004-06-07,190,NA
2004-06-08,168,NA
2004-06-09,172,NA
2004-06-10,191,NA
2004-06-11,196,NA
2004-06-12,173,NA
2004-06-13,171,NA
2004-06-14,152,NA
2004-06-15,140,NA
2004-06-16,118,NA
2004-06-17,117,NA
2004-06-18,112,NA
2004-06-19,103,NA
2004-06-20,92,NA
2004-06-21,79,NA
2004-06-22,71.9,NA
2004-06-23,61.4,NA
2004-06-24,54.4,NA
2004-06-25,46.6,NA
2004-06-26,42.8,NA
2004-06-27,40.1,NA
2004-06-28,39.6,NA
2004-06-29,101,NA
2004-06-30,290,NA
2004-07-01,272,NA
2004-07-02,258,NA
2004-07-03,224,NA
2004-07-04,157,NA
2004-07-05,144,NA
2004-07-06,119,NA
2004-07-07,79.8,NA
2004-07-08,45.2,NA
2004-07-09,38.7,NA
2004-07-10,33.5,NA
2004-07-11,27,NA
2004-07-12,24.6,NA
2004-07-13,18.2,NA
2004-07-14,14.4,NA
2004-07-15,15.4,NA
2004-07-16,16.1,NA
2004-07-17,16.6,NA
2004-07-18,17.4,NA
2004-07-19,17.7,NA
2004-07-20,18.3,NA
2004-07-21,18.7,NA
2004-07-22,48,NA
2004-07-23,249,NA
2004-07-24,398,NA
2004-07-25,712,NA
2004-07-26,630,NA
2004-07-27,1040,NA
2004-07-28,866,NA
2004-07-29,1230,NA
2004-07-30,812,NA
2004-07-31,212,NA
2004-08-01,138,NA
2004-08-02,104,NA
2004-08-03,375,NA
2004-08-04,155,NA
2004-08-05,137,NA
2004-08-06,150,NA
2004-08-07,100,NA
2004-08-08,70,NA
2004-08-09,45,NA
2004-08-10,17.7,NA
2004-08-11,8,NA
2004-08-12,10,NA
2004-08-13,5,NA
2004-08-14,7.43,NA
2004-08-15,0,NA
2004-08-16,30.2,NA
2004-08-17,344,NA
2004-08-18,333,NA
2004-08-19,156,NA
2004-08-20,74.5,NA
2004-08-21,51.6,NA
2004-08-22,45,NA
2004-08-23,46.3,NA
2004-08-24,57.7,NA
2004-08-25,12.3,NA
2004-08-26,12.9,NA
2004-08-27,14.1,NA
2004-08-28,11.8,NA
2004-08-29,9.34,NA
2004-08-30,7.67,NA
2004-08-31,4.86,NA
2004-09-01,1.89,NA
2004-09-02,7.01,NA
2004-09-03,5.42,NA
2004-09-04,4.61,NA
2004-09-05,5.91,NA
2004-09-06,5.53,NA
2004-09-07,2.2,NA
2004-09-08,0.86,NA
2004-09-09,0,NA
2004-09-10,0.09,NA
2004-09-11,0,NA
2004-09-12,0.77,NA
2004-09-13,0.82,NA
2004-09-14,0.81,NA
2004-09-15,0.73,NA
2004-09-16,0.46,NA
2004-09-17,1.13,NA
2004-09-18,1.5,NA
2004-09-19,1.77,NA
2004-09-20,1.86,NA
2004-09-21,2.54,NA
2004-09-22,2.31,NA
2004-09-23,1.78,NA
2004-09-24,4.72,NA
2004-09-25,5.22,NA
2004-09-26,2.86,NA
2004-09-27,2.05,NA
2004-09-28,1.47,NA
2004-09-29,2.73,NA
2004-09-30,2.15,NA
2004-10-01,2.69,NA
2004-10-02,9.13,NA
2004-10-03,13.8,NA
2004-10-04,4.38,NA
2004-10-05,4.25,NA
2004-10-06,124,NA
2004-10-07,278,NA
2004-10-08,473,NA
2004-10-09,229,NA
2004-10-10,174,NA
2004-10-11,164,NA
2004-10-12,199,NA
2004-10-13,260,NA
2004-10-14,273,NA
2004-10-15,245,NA
2004-10-16,330,NA
2004-10-17,248,NA
2004-10-18,200,NA
2004-10-19,166,NA
2004-10-20,146,NA
2004-10-21,137,NA
2004-10-22,129,NA
2004-10-23,130,NA
2004-10-24,113,NA
2004-10-25,111,NA
2004-10-26,108,NA
2004-10-27,135,NA
2004-10-28,113,NA
2004-10-29,120,NA
2004-10-30,186,NA
2004-10-31,211,NA
2004-11-01,321,NA
2004-11-02,365,NA
2004-11-03,374,NA
2004-11-04,391,NA
2004-11-05,398,NA
2004-11-06,433,NA
2004-11-07,467,NA
2004-11-08,482,NA
2004-11-09,491,NA
2004-11-10,515,NA
2004-11-11,581,NA
2004-11-12,675,NA
2004-11-13,698,NA
2004-11-14,721,NA
2004-11-15,730,NA
2004-11-16,741,NA
2004-11-17,756,NA
2004-11-18,799,NA
2004-11-19,830,NA
2004-11-20,851,NA
2004-11-21,836,NA
2004-11-22,860,NA
2004-11-23,867,NA
2004-11-24,889,NA
2004-11-25,962,NA
2004-11-26,854,NA
2004-11-27,848,NA
2004-11-28,846,NA
2004-11-29,832,NA
2004-11-30,803,NA
2004-12-01,821,NA
2004-12-02,792,NA
2004-12-03,787,NA
2004-12-04,762,NA
2004-12-05,708,NA
2004-12-06,756,NA
2004-12-07,758,NA
2004-12-08,767,NA
2004-12-09,848,NA
2004-12-10,882,NA
2004-12-11,886,NA
2004-12-12,892,NA
2004-12-13,888,NA
2004-12-14,892,NA
2004-12-15,901,NA
2004-12-16,943,NA
2004-12-17,947,NA
2004-12-18,953,NA
2004-12-19,953,NA
2004-12-20,957,NA
2004-12-21,970,NA
2004-12-22,976,NA
2004-12-23,968,NA
2004-12-24,951,NA
2004-12-25,899,NA
2004-12-26,704,NA
2004-12-27,662,NA
2004-12-28,641,NA
2004-12-29,628,NA
2004-12-30,569,NA
2004-12-31,613,NA
2005-01-01,641,NA
2005-01-02,712,NA
2005-01-03,760,NA
2005-01-04,823,NA
2005-01-05,925,NA
2005-01-06,1040,NA
2005-01-07,886,NA
2005-01-08,871,NA
2005-01-09,801,NA
2005-01-10,696,NA
2005-01-11,660,NA
2005-01-12,766,NA
2005-01-13,763,NA
2005-01-14,774,NA
2005-01-15,779,NA
2005-01-16,785,NA
2005-01-17,782,NA
2005-01-18,788,NA
2005-01-19,785,NA
2005-01-20,766,NA
2005-01-21,652,NA
2005-01-22,610,NA
2005-01-23,601,NA
2005-01-24,629,NA
2005-01-25,640,NA
2005-01-26,652,NA
2005-01-27,691,NA
2005-01-28,771,NA
2005-01-29,980,NA
2005-01-30,860,NA
2005-01-31,785,NA
2005-02-01,799,NA
2005-02-02,771,NA
2005-02-03,774,NA
2005-02-04,769,NA
2005-02-05,766,NA
2005-02-06,763,NA
2005-02-07,730,NA
2005-02-08,724,NA
2005-02-09,730,NA
2005-02-10,744,NA
2005-02-11,771,NA
2005-02-12,805,NA
2005-02-13,970,NA
2005-02-14,1230,NA
2005-02-15,1090,NA
2005-02-16,989,NA
2005-02-17,1000,NA
2005-02-18,1020,NA
2005-02-19,1090,NA
2005-02-20,1250,NA
2005-02-21,1290,NA
2005-02-22,1370,NA
2005-02-23,1270,NA
2005-02-24,1220,NA
2005-02-25,1340,NA
2005-02-26,1610,NA
2005-02-27,1580,NA
2005-02-28,1490,NA
2005-03-01,1380,NA
2005-03-02,1370,NA
2005-03-03,1260,NA
2005-03-04,1450,NA
2005-03-05,1190,NA
2005-03-06,1040,NA
2005-03-07,1020,NA
2005-03-08,1090,NA
2005-03-09,905,NA
2005-03-10,750,NA
2005-03-11,705,NA
2005-03-12,660,NA
2005-03-13,653,NA
2005-03-14,671,NA
2005-03-15,787,NA
2005-03-16,997,NA
2005-03-17,1180,NA
2005-03-18,1160,NA
2005-03-19,1010,NA
2005-03-20,980,NA
2005-03-21,1040,NA
2005-03-22,974,NA
2005-03-23,983,NA
2005-03-24,895,NA
2005-03-25,898,NA
2005-03-26,943,NA
2005-03-27,955,NA
2005-03-28,987,NA
2005-03-29,857,NA
2005-03-30,779,NA
2005-03-31,646,NA
2005-04-01,581,NA
2005-04-02,611,NA
2005-04-03,550,NA
2005-04-04,540,NA
2005-04-05,494,NA
2005-04-06,552,NA
2005-04-07,484,NA
2005-04-08,439,NA
2005-04-09,500,NA
2005-04-10,722,NA
2005-04-11,1010,NA
2005-04-12,1110,NA
2005-04-13,950,NA
2005-04-14,1090,NA
2005-04-15,1330,NA
2005-04-16,1740,NA
2005-04-17,2210,NA
2005-04-18,3400,NA
2005-04-19,2930,NA
2005-04-20,3300,NA
2005-04-21,3880,NA
2005-04-22,3870,NA
2005-04-23,3950,NA
2005-04-24,4360,NA
2005-04-25,4850,NA
2005-04-26,4640,NA
2005-04-27,4530,NA
2005-04-28,4670,NA
2005-04-29,4510,NA
2005-04-30,4430,NA
2005-05-01,4440,NA
2005-05-02,4300,NA
2005-05-03,4290,NA
2005-05-04,4270,NA
2005-05-05,3930,NA
2005-05-06,3910,NA
2005-05-07,3740,NA
2005-05-08,3690,NA
2005-05-09,3680,NA
2005-05-10,3620,NA
2005-05-11,3620,NA
2005-05-12,3680,NA
2005-05-13,4060,NA
2005-05-14,4290,NA
2005-05-15,4450,NA
2005-05-16,4770,NA
2005-05-17,4830,NA
2005-05-18,5080,NA
2005-05-19,4880,NA
2005-05-20,4790,NA
2005-05-21,4880,NA
2005-05-22,5220,NA
2005-05-23,5440,NA
2005-05-24,5560,NA
2005-05-25,5500,NA
2005-05-26,5650,NA
2005-05-27,5430,NA
2005-05-28,5040,NA
2005-05-29,5050,NA
2005-05-30,5380,NA
2005-05-31,5390,NA
2005-06-01,5300,NA
2005-06-02,5030,NA
2005-06-03,5180,NA
2005-06-04,5630,NA
2005-06-05,5850,NA
2005-06-06,5980,NA
2005-06-07,5950,NA
2005-06-08,5950,NA
2005-06-09,5700,NA
2005-06-10,5770,NA
2005-06-11,5440,NA
2005-06-12,5290,NA
2005-06-13,5030,NA
2005-06-14,4850,NA
2005-06-15,4780,NA
2005-06-16,4810,NA
2005-06-17,4460,NA
2005-06-18,4150,NA
2005-06-19,3980,NA
2005-06-20,3980,NA
2005-06-21,3790,NA
2005-06-22,3520,NA
2005-06-23,3450,NA
2005-06-24,3420,NA
2005-06-25,3510,NA
2005-06-26,3380,NA
2005-06-27,3140,NA
2005-06-28,2590,NA
2005-06-29,2220,NA
2005-06-30,2100,NA
2005-07-01,1980,NA
2005-07-02,1630,NA
2005-07-03,1470,NA
2005-07-04,1120,NA
2005-07-05,1010,NA
2005-07-06,881,NA
2005-07-07,740,NA
2005-07-08,594,NA
2005-07-09,539,NA
2005-07-10,534,NA
2005-07-11,484,NA
2005-07-12,415,NA
2005-07-13,359,NA
2005-07-14,303,NA
2005-07-15,254,NA
2005-07-16,217,NA
2005-07-17,210,NA
2005-07-18,197,NA
2005-07-19,165,NA
2005-07-20,183,NA
2005-07-21,147,NA
2005-07-22,124,NA
2005-07-23,118,NA
2005-07-24,114,NA
2005-07-25,95.5,NA
2005-07-26,96.7,NA
2005-07-27,86.8,NA
2005-07-28,82.9,NA
2005-07-29,81.5,NA
2005-07-30,80.3,NA
2005-07-31,73.6,NA
2005-08-01,70.7,NA
2005-08-02,70.7,NA
2005-08-03,70.5,NA
2005-08-04,64.9,NA
2005-08-05,61.6,NA
2005-08-06,62.1,NA
2005-08-07,62,NA
2005-08-08,62,NA
2005-08-09,61,NA
2005-08-10,73,NA
2005-08-11,57.7,NA
2005-08-12,58,NA
2005-08-13,219,NA
2005-08-14,252,NA
2005-08-15,633,NA
2005-08-16,765,NA
2005-08-17,412,NA
2005-08-18,288,NA
2005-08-19,248,NA
2005-08-20,256,NA
2005-08-21,232,NA
2005-08-22,195,NA
2005-08-23,133,NA
2005-08-24,99.2,NA
2005-08-25,81,NA
2005-08-26,82.2,NA
2005-08-27,82,NA
2005-08-28,81.6,NA
2005-08-29,82.2,NA
2005-08-30,78.1,NA
2005-08-31,75.3,NA
2005-09-01,72.5,NA
2005-09-02,68.3,NA
2005-09-03,342,NA
2005-09-04,81.8,NA
2005-09-05,208,NA
2005-09-06,192,NA
2005-09-07,269,NA
2005-09-08,197,NA
2005-09-09,307,NA
2005-09-10,355,NA
2005-09-11,388,NA
2005-09-12,183,NA
2005-09-13,99.7,NA
2005-09-14,87.1,NA
2005-09-15,63.8,NA
2005-09-16,61.2,NA
2005-09-17,61.2,NA
2005-09-18,59.3,NA
2005-09-19,56,NA
2005-09-20,54.1,NA
2005-09-21,53.4,NA
2005-09-22,45,NA
2005-09-23,44.6,NA
2005-09-24,47.2,NA
2005-09-25,44.9,NA
2005-09-26,43.5,NA
2005-09-27,41.7,NA
2005-09-28,41.3,NA
2005-09-29,339,NA
2005-09-30,791,NA
2005-10-01,1370,NA
2005-10-02,1270,NA
2005-10-03,838,NA
2005-10-04,489,NA
2005-10-05,371,NA
2005-10-06,339,NA
2005-10-07,384,NA
2005-10-08,346,NA
2005-10-09,309,NA
2005-10-10,338,NA
2005-10-11,468,NA
2005-10-12,467,NA
2005-10-13,446,NA
2005-10-14,402,NA
2005-10-15,347,NA
2005-10-16,337,NA
2005-10-17,454,NA
2005-10-18,472,NA
2005-10-19,367,NA
2005-10-20,428,NA
2005-10-21,456,NA
2005-10-22,468,NA
2005-10-23,362,NA
2005-10-24,295,NA
2005-10-25,263,NA
2005-10-26,210,NA
2005-10-27,196,NA
2005-10-28,154,NA
2005-10-29,133,NA
2005-10-30,127,NA
2005-10-31,162,NA
2005-11-01,457,NA
2005-11-02,603,NA
2005-11-03,699,NA
2005-11-04,746,NA
2005-11-05,762,NA
2005-11-06,763,NA
2005-11-07,712,NA
2005-11-08,718,NA
2005-11-09,721,NA
2005-11-10,724,NA
2005-11-11,732,NA
2005-11-12,742,NA
2005-11-13,754,NA
2005-11-14,807,NA
2005-11-15,823,NA
2005-11-16,836,NA
2005-11-17,918,NA
2005-11-18,944,NA
2005-11-19,996,NA
2005-11-20,1010,NA
2005-11-21,991,NA
2005-11-22,1000,NA
2005-11-23,1000,NA
2005-11-24,1020,NA
2005-11-25,996,NA
2005-11-26,990,NA
2005-11-27,989,NA
2005-11-28,968,NA
2005-11-29,964,NA
2005-11-30,993,NA
2005-12-01,980,NA
2005-12-02,933,NA
2005-12-03,943,NA
2005-12-04,890,NA
2005-12-05,869,NA
2005-12-06,838,NA
2005-12-07,822,NA
2005-12-08,873,NA
2005-12-09,873,NA
2005-12-10,780,NA
2005-12-11,654,NA
2005-12-12,613,NA
2005-12-13,596,NA
2005-12-14,584,NA
2005-12-15,792,NA
2005-12-16,943,NA
2005-12-17,892,NA
2005-12-18,850,NA
2005-12-19,740,NA
2005-12-20,724,NA
2005-12-21,722,NA
2005-12-22,722,NA
2005-12-23,724,NA
2005-12-24,732,NA
2005-12-25,766,NA
2005-12-26,775,NA
2005-12-27,761,NA
2005-12-28,768,NA
2005-12-29,779,NA
2005-12-30,862,NA
2005-12-31,873,NA
2006-01-01,854,NA
2006-01-02,797,NA
2006-01-03,784,NA
2006-01-04,789,NA
2006-01-05,780,NA
2006-01-06,826,NA
2006-01-07,859,NA
2006-01-08,814,NA
2006-01-09,690,NA
2006-01-10,664,NA
2006-01-11,649,NA
2006-01-12,634,NA
2006-01-13,625,NA
2006-01-14,586,NA
2006-01-15,580,NA
2006-01-16,548,NA
2006-01-17,536,NA
2006-01-18,535,NA
