"Date","Isleta_mean_daily_div_cfs","SanAcacia_mean_daily_div_cfs","Mean_cfs_SanAcacia","Mean_cfs_BosFarms","Ag_DCU_cfs_5","Riparian_DCU_cfs_5","OpenWater_DCU_cfs_5","Rain_cfs_5","Ag_DCU_cfs_6","Riparian_DCU_cfs_6","OpenWater_DCU_cfs_6","Rain_cfs_6","Ag_DCU_cfs_7","Riparian_DCU_cfs_7","OpenWater_DCU_cfs_7","Rain_cfs_7","Ag_DCU_cfs_8","Riparian_DCU_cfs_8","OpenWater_DCU_cfs_8","Rain_cfs_8","Ag_mn","Rip_mn","OW_mn","Rain_mn","Ag_sum","Rip_sum","OW_sum","Rain_sum"
"2017-05-19",NA,4120.83333333333,4580,4450,148.8,41.3,19.2,1.8,42.3,60.3,15.4,7.6,104.5,132.3,30.7,6.1,0,40.8,108,0,83.3057646645997,70.8256297552584,42.4067659629321,3.32150951795146,333.223058658399,283.302519021034,169.627063851729,13.2860380718058
"2017-05-20",NA,4478.125,5020,4590,173.3,46.5,22.2,0,48.7,66.7,17.5,0,113.9,141.4,33.1,0,0,43.1,120.5,0,93.3807646645998,76.5756297552584,47.4067659629321,-0.553490482048538,373.523058658399,306.302519021034,189.627063851729,-2.21396192819415
"2017-05-21",NA,4433.75,4940,4590,201.9,54.6,25.7,0,57.9,78.8,20.2,0,130.5,163.7,37.9,14.8,0,49.7,137.4,0,106.9807646646,88.8506297552584,54.3817659629321,3.14650951795147,427.923058658399,355.402519021034,217.527063851729,12.5860380718059
"2017-05-22",NA,4489.79166666667,4990,4510,207.5,55.8,26.2,0,59.9,81.3,20.8,0,137.4,170.2,39.6,13.8,0,51.1,141.5,27.9,110.6057646646,91.7506297552584,56.1067659629322,9.87150951795148,442.423058658399,367.002519021033,224.427063851729,39.4860380718059
"2017-05-23",NA,4446.45833333333,4940,4150,195.4,53,24.4,0,58.9,79,20.1,0,135.4,167.9,38.6,0,0,51.4,141.4,0,106.8307646646,89.9756297552584,55.2067659629322,-0.553490482048538,427.323058658399,359.902519021033,220.827063851729,-2.21396192819415
"2017-05-24",NA,4145.41666666667,4750,3690,246.5,65.8,30.4,0,73.5,98.2,24.8,0,164.4,200.5,46.7,0,0,60.7,162.9,0,130.5057646646,108.450629755258,65.2817659629322,-0.553490482048538,522.023058658399,433.802519021033,261.127063851729,-2.21396192819415
"2017-05-25",NA,3441.875,4290,3260,242.4,65,30.1,0,72,97.1,24.4,0,165.7,198,46.3,0,0,57.6,154.4,0,129.4307646646,106.575629755258,62.8817659629321,-0.553490482048538,517.723058658398,426.302519021033,251.527063851729,-2.21396192819415
"2017-05-26",NA,2827.91666666667,3600,3020,229.1,60.4,28.8,0,69.2,89.8,23.2,0,155.8,181.3,43,0,0,52.7,146,0,122.9307646646,98.2006297552584,59.3317659629322,-0.553490482048538,491.723058658398,392.802519021034,237.327063851729,-2.21396192819415
"2017-05-27",205.625,2570.625,3150,3060,218.5,57.6,27,0,66.4,84,21.4,0,141.8,170.2,39.5,0,0,51.5,146.3,0,116.0807646646,92.9756297552584,57.6317659629321,-0.553490482048538,464.323058658399,371.902519021033,230.527063851729,-2.21396192819415
"2017-05-28",NA,2588.95833333333,3130,3120,203.3,54.5,24.9,11,62.5,78.7,19.6,33.8,132.7,163,37.2,46.6,0,49,134,7.8,109.0307646646,88.4506297552584,53.0067659629321,24.2465095179515,436.123058658398,353.802519021034,212.027063851729,96.986038071806
"2017-05-29",NA,2662.70833333333,3210,3060,210.6,56.2,26.3,25.8,65.3,80.2,20.4,52.7,138,170.3,38.9,70.5,0,50.8,134.7,31.2,112.8807646646,91.5256297552584,54.1567659629322,44.4965095179515,451.523058658398,366.102519021034,216.627063851729,177.986038071806
"2017-05-30",NA,2708.125,3220,3170,205.9,55.1,25.3,1.5,63.8,77.7,19.4,0.5,131.9,163.5,37.1,13.1,0,49.6,135.2,12,109.8057646646,88.6256297552584,53.3317659629322,6.22150951795148,439.223058658399,354.502519021033,213.327063851729,24.8860380718059
"2017-05-31",NA,3397.29166666667,3170,3330,190.7,50.4,23.6,47.1,59.7,69.9,18,117.3,122.1,151.1,34.2,136,0,45.8,127.1,103.6,102.530764664599,81.4506297552584,49.8067659629321,100.446509517951,410.123058658397,325.802519021034,199.227063851729,401.786038071805
"2017-06-01",NA,3349.58333333333,3130,3330,208.8,55.4,25.3,1.8,66.2,79.4,19.8,5.6,136.9,167.3,37.7,336.1,0,49.6,136.4,287.8,112.3807646646,90.0756297552584,53.8817659629321,157.271509517951,449.523058658399,360.302519021034,215.527063851729,629.086038071806
"2017-06-02",NA,3515.41666666667,3250,3230,204.2,54.5,24.8,5.9,65.4,76.4,19.1,7.2,129,158.3,35.5,56,0,47.6,123.9,12.1,109.0557646646,86.3506297552584,49.9067659629321,19.7465095179515,436.223058658398,345.402519021034,199.627063851729,78.9860380718059
"2017-06-03",199.5625,3402.5,3170,3080,200.6,53.8,24.6,2.1,66.1,77.7,19.4,0,130.8,158.7,35.8,35.5,0,47.4,133.1,0.1,108.7807646646,86.5506297552584,52.3067659629321,8.87150951795147,435.123058658398,346.202519021033,209.227063851729,35.4860380718059
"2017-06-04",NA,2685.83333333333,3170,2940,228.5,59.6,27.5,0,75,84.8,21.3,0.6,145.2,176.1,39.5,6.3,0,53,146.7,0,121.580764664599,95.5256297552584,57.8317659629322,1.17150951795146,486.323058658398,382.102519021034,231.327063851729,4.68603807180585
"2017-06-05",207.354166666667,2656.875,3070,2940,242.9,64.6,29.2,13.9,81.4,93.1,23,1.6,161.5,200.6,45.1,18,0,59.5,160.4,0.3,130.8557646646,106.600629755258,63.5067659629321,7.89650951795148,523.423058658399,426.402519021033,254.027063851729,31.5860380718059
"2017-06-06",232.333333333333,3190.625,2940,2800,233.3,61.1,28.3,0,80,90.7,22.6,0,160.8,197.4,43.9,41.4,0,58.9,160.5,3.9,127.9307646646,104.175629755258,62.9067659629321,10.7715095179515,511.723058658399,416.702519021033,251.627063851729,43.0860380718059
"2017-06-07",NA,3121.25,2870,2770,239.1,62.9,28.6,306.5,79.7,88.6,22,128.9,155.7,188.9,41.8,87.5,0,57,152,61.7,128.030764664599,101.500629755258,60.1817659629321,145.596509517951,512.123058658397,406.002519021033,240.727063851729,582.386038071805
"2017-06-08",NA,3218.33333333333,2950,2680,246.6,64.9,29.4,0,81.8,91.9,22.7,0,156.8,184.2,41.3,1.7,0,54.7,147.7,14,130.705764664599,101.075629755258,59.3567659629322,3.37150951795147,522.823058658398,404.302519021034,237.427063851729,13.4860380718059
"2017-06-09",278.083333333333,3142.29166666667,2870,2800,250.3,67.5,30.4,0,86.7,97.7,24,0,169.7,205.4,45.9,0,0,61.1,165.9,0,136.0807646646,110.075629755258,65.6317659629321,-0.553490482048538,544.323058658398,440.302519021033,262.527063851729,-2.21396192819415
"2017-06-10",263.520833333333,3153.54166666667,2870,2910,253.6,68.2,30.8,0,88.2,100.3,24.5,0,172.7,204.3,46.1,0,0,60.4,166.2,0,138.030764664599,110.450629755258,65.9817659629322,-0.553490482048538,552.123058658397,441.802519021033,263.927063851729,-2.21396192819415
"2017-06-11",247.291666666667,3242.29166666667,2940,3030,249.9,65.7,29.7,0,86.4,97.2,23.7,0,168.3,197.3,44,0,0,58.8,157.6,0,135.5557646646,106.900629755258,62.8317659629322,-0.553490482048538,542.223058658399,427.602519021034,251.327063851729,-2.21396192819415
"2017-06-12",262.645833333333,3290.41666666667,2970,2860,249.7,65.4,29.5,0,87,96.2,23.5,0,167.1,196.5,44,0,0,58.8,157.8,0,135.355764664599,106.375629755258,62.7817659629322,-0.553490482048538,541.423058658398,425.502519021033,251.127063851729,-2.21396192819415
"2017-06-13",266.3125,3144.375,2830,2540,235.3,60.8,27.5,0,83.4,90.8,22,0,158.9,191.7,41.7,0,0,58.7,158,0,128.8057646646,102.650629755258,61.3817659629321,-0.553490482048538,515.223058658399,410.602519021034,245.527063851729,-2.21396192819415
"2017-06-14",261.520833333333,2931.25,2640,2300,257.6,68.8,31,0,93,100.9,24.8,0,168.2,203.1,45.1,0,0,61.2,171.6,0,139.105764664599,110.650629755258,67.2067659629322,-0.553490482048538,556.423058658398,442.602519021033,268.827063851729,-2.21396192819415
"2017-06-15",272.375,2789.375,2510,1930,273.6,72.9,32.5,0,96.5,103.2,25.2,0,177.5,213.9,46.9,0,0,64.8,176.3,0,146.3057646646,115.850629755258,69.3067659629321,-0.553490482048538,585.223058658398,463.402519021033,277.227063851729,-2.21396192819415
"2017-06-16",263.458333333333,2657.91666666667,2160,1550,276.6,73.9,32.7,0,98.6,103.8,25.4,0,175.9,213.8,46.8,0,0,65.8,180.9,0,147.180764664599,116.475629755258,70.5317659629322,-0.553490482048538,588.723058658397,465.902519021033,282.127063851729,-2.21396192819415
"2017-06-17",NA,2654.58333333333,1690,1180,285.1,76.2,33.5,0,102.7,109.1,26.2,0,182.4,222.1,48,0,0,66,180.9,0,151.9557646646,120.500629755258,71.2317659629322,-0.553490482048538,607.823058658399,482.002519021033,284.927063851729,-2.21396192819415
"2017-06-18",NA,2655,1350,911,251.6,67.1,29.5,15.2,90.7,95.5,23,20.4,161.3,193.6,42,19.6,0,57.5,158.2,7.2,135.3057646646,105.575629755258,62.2567659629321,15.0465095179515,541.223058658398,422.302519021033,249.027063851729,60.186038071806
"2017-06-19",NA,1713.5625,1100,710,265.9,70.4,31.4,0,94.6,99.2,23.8,0,164.9,195.6,42.7,0,0,57.4,158,0,140.755764664599,107.800629755258,63.0567659629321,-0.553490482048538,563.023058658398,431.202519021033,252.227063851729,-2.21396192819415
"2017-06-20",250.791666666667,766.791666666667,895,652,282.6,75.4,33.1,0,98,102.8,24.6,0,169.4,199.2,43.5,0.9,0,59.3,162.3,1.1,146.9057646646,111.325629755258,64.9567659629322,-0.053490482048538,587.623058658398,445.302519021033,259.827063851729,-0.213961928194152
"2017-06-21",248.875,621.770833333333,717,560,278.4,74.5,32.7,0,99.5,104.8,25.1,0,170.3,204.1,44.3,1.1,0,61.2,170.8,37.2,146.4557646646,113.300629755258,67.3067659629321,9.02150951795147,585.823058658399,453.202519021033,269.227063851729,36.0860380718059
"2017-06-22",275.145833333333,540.375,631,533,285.1,76.2,33.3,0.3,102.9,110.9,26.2,5.4,182.2,215.9,46.4,43.9,0,63.2,174.9,9.1,151.955764664599,118.700629755258,69.2817659629322,14.1215095179515,607.823058658397,474.802519021033,277.127063851729,56.4860380718059
"2017-06-23",271.166666666667,539.979166666667,627,528,266,70.3,30.9,0,96,103.1,24.6,0,172,202.7,44.2,0,0,61,165.4,0,142.9057646646,111.425629755258,65.3567659629321,-0.553490482048538,571.623058658399,445.702519021033,261.427063851729,-2.21396192819415
"2017-06-24",274.020833333333,502.1875,577,525,227.6,58.6,26,0,81,85.9,20.6,0,151.7,175.4,38.4,189,0,53.9,146.9,166.7,124.480764664599,95.6006297552584,57.0567659629321,88.3715095179512,497.923058658397,382.402519021034,228.227063851729,353.486038071805
"2017-06-25",NA,512.6875,590,571,223.2,57.6,25.5,297.9,79.5,82.4,19.5,231.6,141.1,167.8,35.7,297.9,0,51,133.1,69.6,120.355764664599,91.8506297552584,52.5317659629321,223.696509517951,481.423058658397,367.402519021034,210.127063851729,894.786038071804
"2017-06-26",NA,508.083333333333,588,547,227,58.8,26,0,83.8,88.2,21,7.5,153.1,178.9,38.8,68,0,52.7,132.7,76.6,125.3807646646,96.8006297552584,53.7067659629322,37.4715095179515,501.523058658398,387.202519021033,214.827063851729,149.886038071806
"2017-06-27",200.479166666667,516.229166666667,597,476,250.5,65.3,28,54,88.4,94.4,22.1,15.2,158.6,183.4,39.5,518.9,0,56,149.3,131.5,133.780764664599,101.925629755258,58.8067659629322,179.346509517951,535.123058658397,407.702519021033,235.227063851729,717.386038071805
"2017-06-28",271.25,401.458333333333,453,348,263.4,69.7,30.2,0,94.3,101.2,23.5,0,170.9,202.4,43,0,0,61,157.3,0,141.555764664599,110.725629755258,62.5817659629322,-0.553490482048538,566.223058658397,442.902519021033,250.327063851729,-2.21396192819415
"2017-06-29",258.333333333333,355.958333333333,377,277,267.7,70.7,31,0,96.2,102.4,24.1,0,172.6,202.4,43.1,0,0,59.3,152.1,0,143.5307646646,110.850629755258,61.6567659629321,-0.553490482048538,574.123058658398,443.402519021033,246.627063851729,-2.21396192819415
"2017-06-30",NA,310.5,314,299,251.1,67.4,28.9,0.2,90.5,98.5,22.9,0,166.9,198.1,42.1,0,0,59.3,151.2,0,136.5307646646,107.975629755258,60.3567659629322,-0.503490482048538,546.123058658398,431.902519021033,241.427063851729,-2.01396192819415
"2017-07-01",NA,317.4375,321,274,245.3,64.3,27.6,115.9,89.2,95.3,22.2,149.3,164.2,192.6,40.8,27.8,0,57.5,146,13.6,134.0807646646,104.575629755258,58.2317659629322,76.0965095179512,536.323058658398,418.302519021034,232.927063851729,304.386038071805
"2017-07-02",225.375,312.375,307,231,259,69.1,29.6,78,92.1,98.4,23,55.8,161,190.5,40.4,249.4,0,57.6,145.1,8.2,137.430764664599,106.050629755258,58.6067659629321,97.2965095179514,549.723058658398,424.202519021033,234.427063851729,389.186038071805
"2017-07-03",235.833333333333,294.583333333333,287,218,256.5,68.5,29.5,0,93.9,99.2,23.2,0.1,155.9,180.5,38.3,8.9,0,52.6,131.4,11.4,135.9807646646,102.350629755258,54.6817659629321,4.54650951795147,543.923058658399,409.402519021033,218.727063851729,18.1860380718059
"2017-07-04",242.916666666667,263.416666666667,254,212,276,73.6,31.1,0,98.7,103.8,24.2,0,169.5,202.7,42.9,0,0,60.2,147.4,0,145.4557646646,112.225629755258,60.4817659629322,-0.553490482048538,581.823058658399,448.902519021033,241.927063851729,-2.21396192819415
"2017-07-05",224.791666666667,245.041666666667,234,221,266.3,70.7,30.4,70.9,95.3,101.4,23.7,87.1,169.8,202.8,42.9,209.5,0,60.9,150.7,65.2,142.2557646646,111.100629755258,61.0067659629322,107.621509517951,569.023058658398,444.402519021033,244.027063851729,430.486038071805
"2017-07-06",229.75,213.5,210,207,256.8,68.6,29.5,1.3,90.3,97.2,22.7,0.7,162.3,192.7,40.7,0.8,0,57.6,137.4,0,136.7557646646,106.175629755258,56.6567659629321,0.146509517951462,547.023058658399,424.702519021033,226.627063851729,0.586038071805848
"2017-07-07",182.729166666667,182.354166666667,178,170,249.6,66.8,28.6,0,89.1,95.5,21.6,0,159.2,185.3,38.6,0,0,54.5,132.3,0,133.880764664599,102.675629755258,54.3567659629322,-0.553490482048538,535.523058658397,410.702519021033,217.427063851729,-2.21396192819415
"2017-07-08",224.3125,159.8125,153,141,243.4,63.4,26.7,22.9,85.6,90.3,20.7,23.1,151.9,175.7,37.2,155.3,0,51.1,123.2,26.5,129.6307646646,97.2756297552584,51.0317659629321,56.3965095179514,518.523058658399,389.102519021034,204.127063851729,225.586038071806
"2017-07-09",285.870614035088,NA,131,145,248.7,65.9,27.8,470.1,87.2,93.8,21.3,199.7,155.5,178.5,37.8,287.2,0,52.7,126.3,36.1,132.2557646646,99.8756297552584,52.3817659629321,247.721509517951,529.023058658399,399.502519021033,209.527063851729,990.886038071806
"2017-07-10",490.583333333333,130.270833333333,120,165,249.2,66.5,28.3,0,87.9,93.4,21.3,0,155.3,185,38.1,0.2,0,55.6,129.3,61.2,132.5057646646,102.275629755258,53.3317659629322,14.7965095179515,530.023058658399,409.102519021033,213.327063851729,59.1860380718059
"2017-07-11",474.5,119.208333333333,109,182,245.4,64.3,26.9,113.6,83.6,88,20.4,6.4,148.7,172.9,36.7,39.6,0,51.2,124,0.1,128.830764664599,96.2506297552583,51.0817659629322,39.3715095179514,515.323058658398,385.002519021033,204.327063851729,157.486038071805
"2017-07-12",379.020833333333,98.7916666666667,102,107,248.1,65.2,27.2,102.2,85.7,91,20.8,0,150.3,177.1,37.1,63.4,0,52.6,126.8,233.3,130.4307646646,98.6256297552583,52.0567659629321,99.1715095179513,521.723058658398,394.502519021033,208.227063851729,396.686038071805
"2017-07-13",386.604166666667,95.6041666666667,99.4,90.4,237.7,62.6,26.3,108.3,82.7,87,20.2,326.1,144.4,169.9,35.9,588.7,0,51.2,121.7,167.8,125.6057646646,94.8256297552583,50.1067659629322,297.171509517951,502.423058658398,379.302519021033,200.427063851729,1188.68603807181
"2017-07-14",400.5625,89.9166666666667,93.1,103,224.6,58.6,25.1,1.2,79.3,84.2,19.5,0,143.5,166.5,34.7,8.1,0,49.3,112.7,0.2,121.2557646646,91.8006297552584,47.0817659629322,1.82150951795146,485.023058658398,367.202519021033,188.327063851729,7.28603807180585
"2017-07-15",482.5,82.3541666666667,84.7,111,226,58.6,25.2,14,80.4,84.6,19.7,81.2,142.2,165.6,34.4,288.3,0,47.6,104,10.6,121.5557646646,91.2506297552583,44.9067659629321,97.9715095179514,486.223058658398,365.002519021033,179.627063851729,391.886038071806
"2017-07-16",NA,77.8125,79.9,99.2,218.9,57.2,24.4,3.6,76,79.4,18,40.8,133.6,158.7,32.5,0.4,0,46,102.9,0,116.5307646646,87.4756297552584,43.5317659629321,10.6465095179515,466.123058658398,349.902519021034,174.127063851729,42.5860380718059
"2017-07-17",NA,77.1041666666667,79,112,226.9,58.9,25,7.4,79.4,83.8,18.9,26.7,140.8,165.1,33.8,157.6,0,49.2,105.8,134.1,121.1807646646,91.4006297552584,44.9567659629321,80.8965095179512,484.723058658399,365.602519021034,179.827063851729,323.586038071805
"2017-07-18",NA,77.25,79.3,130,231.5,60.2,25.7,47.4,81.8,85.2,19.7,110.7,142,165.4,34,160,0,49.2,104.8,139.4,123.2307646646,92.1506297552584,45.1317659629321,113.821509517951,492.923058658399,368.602519021034,180.527063851729,455.286038071805
"2017-07-19",434.8125,76.7291666666667,78.6,109,243.8,64.3,26.9,12.2,84.9,91.1,20.7,6.1,149.3,172.5,36.2,37.3,0,51,111.1,96.8,128.9057646646,96.8756297552583,47.8067659629322,37.5465095179515,515.623058658399,387.502519021033,191.227063851729,150.186038071806
"2017-07-20",413.270833333333,76.6875,78.6,99,222.3,57.9,24.3,195.3,78.7,82.3,18.7,0.6,134.7,156.7,32.4,15.2,0,46,99,18.5,118.330764664599,87.8756297552584,42.6817659629322,56.8465095179514,473.323058658398,351.502519021033,170.727063851729,227.386038071805
"2017-07-21",NA,76.1041666666667,77.9,102,221.2,57.3,24,0,76.6,80.9,18.4,0,133.3,158.4,32.4,1.1,0,47.5,98.1,51.4,117.180764664599,88.1756297552584,42.3067659629322,12.5715095179515,468.723058658398,352.702519021033,169.227063851729,50.2860380718059
"2017-07-22",NA,75.7708333333333,77.5,103,223.8,58.1,24.3,272.3,78.6,81.9,18.6,223.5,135.7,160.3,32.9,693.8,0,45.9,97,243.1,118.930764664599,88.7006297552584,42.2817659629322,357.621509517951,475.723058658398,354.802519021034,169.127063851729,1430.4860380718
"2017-07-23",NA,76.2708333333333,78.1,99.7,219.6,57.2,23.9,374.7,75.7,79.7,18,191.5,129.5,154.5,31.7,236.8,0,44.8,92.4,112.8,115.6057646646,86.2006297552584,40.5817659629322,228.396509517951,462.423058658398,344.802519021034,162.327063851729,913.586038071804
"2017-07-24",NA,73,74.3,91.1,210.6,55.6,23.2,29.9,72.4,77.3,17.6,0,123.8,144.8,30.5,6.5,0,42.1,84.4,0.7,111.105764664599,82.1006297552584,38.0067659629322,8.72150951795147,444.423058658397,328.402519021034,152.027063851729,34.8860380718059
"2017-07-25",429.5625,68.4375,69.1,80.5,209.4,55.3,23.1,40.7,72.9,77.1,17.6,20.4,125.3,149.3,30.8,43.9,0,42.9,90.3,16.8,111.305764664599,83.3006297552584,39.5317659629322,29.8965095179515,445.223058658398,333.202519021033,158.127063851729,119.586038071806
"2017-07-26",421.041666666667,67.2291666666667,67.9,81.6,217,57,23.8,14,75.9,80.6,18.3,0,132.5,158.6,32.4,54.8,0,47.7,96.1,3.3,115.7557646646,88.1256297552583,41.7317659629322,17.4715095179515,463.023058658399,352.502519021033,166.927063851729,69.8860380718059
"2017-07-27",435.770833333333,66.75,67.4,83.8,208.9,55.4,23,576,73.4,78.4,17.7,214.8,128.9,153.8,31.5,250.7,0,46,91.6,113.7,112.2057646646,85.5506297552584,40.0317659629322,288.246509517951,448.823058658399,342.202519021033,160.127063851729,1152.9860380718
"2017-07-28",432.958333333333,91.5833333333333,92.1,96.4,192.6,51.6,21.5,197.1,68.3,74.7,16.9,78.8,122.7,146.6,29.7,113.8,0,45.3,84.1,74.4,105.3057646646,81.7006297552584,37.1317659629322,115.471509517951,421.223058658398,326.802519021034,148.527063851729,461.886038071805
"2017-07-29",446.8125,165.083333333333,163,133,219.9,57.7,24.1,70.5,77.8,81.5,18.5,94.4,133.4,159,32.5,336.1,0,47.6,89.7,51,117.1807646646,88.6006297552584,40.2817659629322,137.446509517952,468.723058658399,354.402519021033,161.127063851729,549.786038071807
"2017-07-30",403.625,183.770833333333,185,102,219.4,57.7,24.1,3.9,76.6,80.9,18.3,59.2,133.3,158.4,32.3,50.5,0,46,85.2,10.1,116.7307646646,87.9006297552584,39.0567659629322,30.3715095179515,466.923058658399,351.602519021034,156.227063851729,121.486038071806
"2017-07-31",410.9375,258.979166666667,258,248,188.6,49.9,20.4,541.6,66.4,70.7,15.8,132.3,118.6,141.8,28.7,470.9,0,42.8,81,68.5,102.805764664599,78.4506297552584,35.5567659629322,302.771509517951,411.223058658397,313.802519021034,142.227063851729,1211.0860380718
"2017-08-01",389.875,253.791666666667,249,420,182.8,48.1,19.9,31.8,62.5,66.2,14.9,98.2,104.5,125.7,25.5,135.9,0,37.7,67.4,0.2,96.8557646645997,71.5756297552584,31.0067659629322,65.9715095179514,387.423058658399,286.302519021034,124.027063851729,263.886038071805
"2017-08-02",384.833333333333,359.770833333333,363,205,211,55.9,23.2,0,72.5,78,17.7,0,131,155.7,31.9,0,0,45.9,85.9,0,113.0307646646,86.0256297552584,38.7567659629322,-0.553490482048538,452.123058658399,344.102519021033,155.027063851729,-2.21396192819415
"2017-08-03",336.583333333333,299.875,298,195,227.5,59.5,24.8,34.4,78.1,83.8,19,7.6,145,168.4,34.7,0.6,0,49.3,91.5,0,122.0557646646,92.4006297552584,41.5817659629322,10.0965095179515,488.223058658399,369.602519021034,166.327063851729,40.3860380718059
"2017-08-04",352.041666666667,255.791666666667,252,215,207.1,54.9,22.9,155.7,72,78.9,17.8,91.7,136.5,161.9,33.1,167.3,0,49,87.7,30.8,113.3057646646,88.3256297552584,39.4567659629322,110.821509517951,453.223058658398,353.302519021034,157.827063851729,443.286038071805
"2017-08-05",NA,345.979166666667,346,251,211.6,55.9,23.3,42.1,74.1,80.6,18.2,211.7,134.8,157.6,32.4,313.4,0,47.4,84,35.6,114.5307646646,87.5256297552584,38.5567659629322,150.146509517951,458.123058658398,350.102519021033,154.227063851729,600.586038071805
"2017-08-06",297.395833333333,280,276,316,208.1,55.2,23,96.7,72,77.7,17.5,274.1,131.6,157.8,32.2,159.8,0,47.6,83.5,44.3,112.330764664599,86.7256297552584,38.1317659629322,143.171509517952,449.323058658397,346.902519021034,152.527063851729,572.686038071806
"2017-08-07",302.208333333333,298.333333333333,289,299,210.3,55.8,23.2,3.3,76.3,82.1,18.6,3.1,141.2,164.9,33.9,0,0,49.7,89,0.3,116.3557646646,90.2756297552584,40.2567659629322,1.12150951795146,465.423058658398,361.102519021033,161.027063851729,4.48603807180584
"2017-08-08",NA,274.833333333333,256,153,201.7,53.9,22.4,0.9,72,80,18,0,137.6,159.6,32.9,0,0,47.7,85.3,0,112.230764664599,87.4506297552583,38.7317659629322,-0.328490482048538,448.923058658397,349.802519021033,154.927063851729,-1.31396192819415
"2017-08-09",NA,202.458333333333,198,91.4,216.4,57,24.1,0,75.2,81.3,18.3,0,135.1,158.3,32.6,0,0,47.5,81.8,0,116.080764664599,88.1756297552584,38.2817659629322,-0.553490482048538,464.323058658398,352.702519021033,153.127063851729,-2.21396192819415
"2017-08-10",351.166666666667,169.020833333333,166,91.8,212.4,56.2,24.1,277.1,75.2,80,18.6,97.3,131.6,157.8,32.2,148.7,0,47.5,81.2,90.6,114.205764664599,87.5256297552584,38.1067659629322,152.871509517951,456.823058658398,350.102519021033,152.427063851729,611.486038071806
"2017-08-11",328.75,128.583333333333,129,101,180.2,47.9,20.5,557.3,65.4,70.3,16.4,304.9,122.9,143.7,30.4,512.9,0,42.9,77.6,67.6,101.5307646646,78.3506297552584,35.3067659629322,360.121509517951,406.123058658398,313.402519021034,141.227063851729,1440.4860380718
"2017-08-12",368.104166666667,252.541666666667,252,417,173.2,46.1,19.8,9.6,62.7,67.7,15.8,13.3,116.1,137.1,29,98.4,0,42.7,74.3,168,97.4057646645992,75.5506297552584,33.8067659629322,71.7715095179514,389.623058658397,302.202519021033,135.227063851729,287.086038071805
"2017-08-13",368.520833333333,333.6875,338,327,201.6,53.9,23.1,137.4,70.8,75.8,17.6,127.8,122,143.5,30.3,109.2,0,42.8,77,14.7,108.0057646646,81.1506297552584,36.0817659629322,96.7215095179511,432.023058658398,324.602519021034,144.327063851729,386.886038071804
"2017-08-14",NA,309.8125,308,163,200.4,53.8,23,369.2,70.8,76.4,17.7,213.2,126.6,151.4,31.2,253.6,0,45.9,76.6,47.6,108.8557646646,84.0256297552584,36.2067659629322,220.346509517951,435.423058658398,336.102519021034,144.827063851729,881.386038071804
"2017-08-15",341.625,259.083333333333,252,141,193.9,52.6,22.6,0,68,73.5,17.3,0,124.4,143.6,30.6,0,0,42.9,76,0,105.9807646646,80.3006297552583,35.7067659629322,-0.553490482048538,423.923058658399,321.202519021033,142.827063851729,-2.21396192819415
"2017-08-16",225.854166666667,170.104166666667,166,103,196.5,52.8,22.6,0,70.3,76.4,17.9,0,127.5,152,32.2,0,0,45.8,75.7,0,107.9807646646,83.9006297552584,36.1817659629322,-0.553490482048538,431.923058658399,335.602519021033,144.727063851729,-2.21396192819415
"2017-08-17",341.833333333333,137.979166666667,138,110,214.3,56.7,24.4,0,78.1,84.2,19.7,0,142.8,165.8,35.3,0,0,49.3,83.6,0,118.2057646646,91.1506297552584,39.8317659629322,-0.553490482048538,472.823058658399,364.602519021034,159.327063851729,-2.21396192819415
"2017-08-18",379.5,122.541666666667,124,88.1,212.4,56.5,24.2,0,76.3,81.7,19.1,0,135.6,160.4,34.1,0,0,47.1,80.1,0,115.4807646646,88.5756297552584,38.4567659629322,-0.553490482048538,461.923058658398,354.302519021034,153.827063851729,-2.21396192819415
"2017-08-19",NA,93.4375,96.8,90.1,200.2,53.9,23.1,0,71,74.8,17.8,0.4,125.9,145.2,31.8,7.2,0,41.2,71,0.1,108.680764664599,80.9256297552584,35.0067659629322,1.37150951795146,434.723058658398,323.702519021034,140.027063851729,5.48603807180585
"2017-08-20",NA,111,114,88.1,154.1,42,18,193.7,54.3,59.6,13.9,98.1,101.3,122.2,26,143.5,0,36.2,62.1,94.4,86.8307646645993,67.1506297552584,29.0817659629322,131.871509517951,347.323058658397,268.602519021034,116.327063851729,527.486038071805
"2017-08-21",420.270833333333,90.3958333333333,93.5,107,168.4,45.2,19.5,179.3,59.5,64.5,15.1,42.9,108.5,129.7,27.5,129.8,0,39.5,64.8,16.8,93.5057646645998,71.8756297552584,30.8067659629322,91.6465095179513,374.023058658399,287.502519021033,123.227063851729,366.586038071805
"2017-08-22",396.5625,87.4166666666667,90.4,103,186.1,49.4,21.8,54.3,68.3,74.4,17.6,7.7,126.2,151.7,32.2,48.2,0,46.1,78.7,3.3,104.5557646646,82.5506297552584,36.6567659629322,27.8215095179515,418.223058658398,330.202519021033,146.627063851729,111.286038071806
"2017-08-23",382.583333333333,86.3958333333333,89.2,86.7,179.3,47.5,21.1,157,65.5,70.1,17,67.4,114.1,135.6,29.4,485.9,0,41.3,73.2,107.3,99.1307646645995,75.7756297552584,34.2567659629322,203.846509517951,396.523058658398,303.102519021033,137.027063851729,815.386038071804
