"Date","Isleta_mean_daily_div_cfs","SanAcacia_mean_daily_div_cfs","MeanPERCN","MeanCHICN","MeanBELCN","MeanCHACN","MeanCACCN","Mean_cfs_SanAcacia","Mean_cfs_BosFarms","Ag_DCU_cfs_5","Riparian_DCU_cfs_5","OpenWater_DCU_cfs_5","Rain_cfs_5","Ag_DCU_cfs_6","Riparian_DCU_cfs_6","OpenWater_DCU_cfs_6","Rain_cfs_6","Ag_DCU_cfs_7","Riparian_DCU_cfs_7","OpenWater_DCU_cfs_7","Rain_cfs_7","Ag_DCU_cfs_8","Riparian_DCU_cfs_8","OpenWater_DCU_cfs_8","Rain_cfs_8"
2003-04-16,149.416666666667,140.416666666667,NA,0,149.416666666667,0,0,105,NA,165,50.1,10.5,0,7.4,13.6,4.6,0,101.1,62.3,16,0,0,15.1,5.5,0
2003-04-17,275.4375,NA,NA,52.9583333333333,222.479166666667,0,0,128,NA,202.3,60.2,12.8,0,9.3,16.9,5.7,0,109,71.6,17.2,0,0,18.8,6.8,0
2003-04-18,318.375,196.291666666667,NA,48.1458333333333,270.229166666667,0,0,190,NA,136.3,42.1,8.7,0,5.9,11,3.6,0,77.6,53.9,12.4,0,0,14.9,5.5,0
2003-04-19,261.729166666667,228.895833333333,NA,41.3958333333333,220.333333333333,0,0,230,NA,138.9,42,9.4,0,9.1,15.4,5.2,0,119.8,69.6,17.9,0,0,14.3,5.1,0
2003-04-20,260.75,333.791666666667,NA,41.8333333333333,218.916666666667,0,0,425,NA,155.3,47.8,10.1,0,9.1,16.2,5.3,0,125.9,77.5,19.2,0,0,16.7,5.7,0
2003-04-21,260.416666666667,361.770833333333,NA,38.8125,221.604166666667,0,0,506,NA,178.8,56.1,11.1,0,6.8,13.6,4.2,0,82.5,60.2,12.9,0,0,17.4,5.7,0
2003-04-22,255.229166666667,375.958333333333,NA,37.2916666666667,217.9375,0,0,541,NA,205.6,66.2,13,0,9,17.8,5.3,0,116.7,85,18,0,0,22.2,7.5,0
2003-04-23,268.375,350.104166666667,NA,39.2916666666667,214.916666666667,0.833333333333333,13.3333333333333,454,NA,114.1,38,7.6,0.4,7.2,14.1,4.3,0,99.8,71.5,15.3,1,0,18,6,0
2003-04-24,283.729166666667,NA,NA,36.4166666666667,214.645833333333,0.833333333333333,31.8333333333333,339,NA,177.7,58.2,11.2,0,7.9,16.5,4.9,0,112.7,84.2,17.6,0,0,20.5,6.6,0
2003-04-25,295.5625,323.354166666667,NA,39.8333333333333,217.75,5.04166666666667,32.9375,378,NA,179.8,59.2,11.1,0,7.9,16.5,4.6,0,112.9,84.2,17.1,0,0,20,6.2,0
2003-04-26,305.208333333333,333.145833333333,NA,50.9166666666667,216.25,6.27083333333333,31.7708333333333,413,NA,187.6,64,11.6,0,8.3,17.5,4.9,0,115.5,90.8,17.7,0,0,22.2,6.8,0
2003-04-27,309.479166666667,NA,NA,63.0833333333333,210.041666666667,7,29.3541666666667,445,NA,152.2,53.8,9.2,0,6.3,14.2,3.8,0,96.5,77.6,14.8,0,0,19,5.5,0
2003-04-28,310.145833333333,NA,NA,63.1458333333333,209.854166666667,6.97916666666667,30.1666666666667,310,NA,180.9,65,10.9,0,8,18.2,4.6,0,127.6,105.3,19.5,0,0,25,7.1,0
2003-04-29,312.520833333333,NA,NA,65.4583333333333,211.4375,7,28.625,247,NA,192.7,66.2,11.1,0,8.3,18.5,4.6,0,128.6,104.6,18.7,0,0,25,7.1,0
2003-04-30,306.5625,243.708333333333,NA,51.9791666666667,216.979166666667,5.875,31.7291666666667,237,NA,193.8,69,11.3,0,9,20,5.1,0,131.6,107,18.8,0,0,25.8,7.3,0
2003-05-01,306.479166666667,211.4375,NA,44.0208333333333,227.354166666667,1,34.1041666666667,205,NA,188.3,65.4,10.5,0,7.4,17,4.2,0,124.8,105.8,18.3,0,0,25.7,7.1,0
2003-05-02,316.604166666667,291.416666666667,NA,57.2291666666667,227.291666666667,0.916666666666667,31.1666666666667,286,NA,181.1,65.5,10.5,0,8.5,19.6,4.6,0,126.5,106.4,17.9,0,0,24.9,6.6,0
2003-05-03,324.1875,370.604166666667,NA,64.25,230.1875,1,28.75,505,NA,181.4,66.4,10.3,0,8.1,19.2,4.4,0,126,114.8,17.9,0,0,29.2,7.7,0
2003-05-04,314.375,433.291666666667,NA,63.9791666666667,221.458333333333,0.645833333333333,28.2916666666667,749,NA,226.5,83.2,13,0,10.3,24.4,5.7,0,130.5,120.9,17.9,0,0,32.5,8.2,0
2003-05-05,NA,390.1875,NA,NA,NA,NA,NA,587,NA,211.5,78.6,12,0,12.1,27.6,6.4,0,129.2,110.8,16.7,0,0,27,6.8,0
2003-05-06,295.0625,304.833333333333,NA,43.3333333333333,216.166666666667,5,30.5625,359,NA,168.2,60.9,9.4,0,11.6,25.2,6,0,119,99.3,14.9,0,0,23.5,6,0
2003-05-07,286.270833333333,308.520833333333,NA,42.5,212.729166666667,1.04166666666667,30,336,NA,231.2,86,12.7,0,10.8,25.6,5.8,0,161,139.3,21.5,0,0,31,7.7,0
2003-05-08,298.708333333333,254.5,NA,52.6458333333333,207.9375,9.125,29,248,NA,245.5,92.6,13.5,0,13.5,30.7,7,0,149.2,129.7,18.8,0,0,31.3,7.7,0
2003-05-09,297.3125,171.666666666667,NA,52.75,202.041666666667,12.375,30.1458333333333,174,NA,282.3,106.7,15.5,0,13.7,33.5,7.2,0,189.1,165,24.6,0,0,36.6,8.6,0
2003-05-10,298.020833333333,182.208333333333,NA,52.6458333333333,198.666666666667,17.8125,28.8958333333333,182,NA,215.5,81.8,11.8,0,11.7,27.7,6.1,0,142.5,124.8,17.9,0,0,28.9,6.8,0
2003-05-11,294,179.104166666667,NA,52.7083333333333,199.979166666667,10.6875,30.625,178,NA,234.5,88.2,12.8,0,14,32.8,7.2,0,205.7,163.3,26.1,0,0,29.6,7.1,0
2003-05-12,309.979166666667,208.4375,NA,60.8125,202.208333333333,17.9375,29.0208333333333,193,NA,249.9,94.9,13.1,0,12,29.6,6.1,0,146.9,132.5,18.4,0,0,30.5,7.1,0
2003-05-13,300.979166666667,160.3125,NA,60.8125,201.6875,9.1875,29.2916666666667,149,NA,200.5,77.8,10.7,0,10.9,26.7,5.5,0,158.2,142.5,20.2,0,0,31,7.1,0
2003-05-14,286.958333333333,162.770833333333,NA,43.4583333333333,199.145833333333,14.6458333333333,29.7083333333333,148,NA,175.6,68.5,9.2,0,9,22.3,4.5,0,123.4,117.2,15.5,0,0,27.7,6.2,0
2003-05-15,286.3125,162.375,NA,43.7708333333333,204.541666666667,5.14583333333333,32.8541666666667,147,NA,285.5,111.8,14.9,0,15.4,38.8,7.6,0,223.8,197,27.4,0,0,39.4,8.8,0
2003-05-16,302.541666666667,NA,NA,44.5625,210.604166666667,11.375,36,141,NA,252.5,98.4,12.8,0,12.6,31.5,6.1,0,169.3,158.3,20.6,0,0,35.2,7.7,0
2003-05-17,273.666666666667,NA,NA,39.1458333333333,193.166666666667,5.64583333333333,35.7083333333333,223,NA,253.4,100.5,12.9,0,12.7,33.5,6.4,0,179,170.2,21.8,0,0,37.3,7.9,0
2003-05-18,149.791666666667,479.541666666667,NA,23.3958333333333,81.4166666666667,5.35416666666667,39.625,662,NA,233.5,91.5,11.6,0,11.6,29.4,5.6,0,136.3,134.7,16,0,0,32.6,6.8,0
2003-05-19,290.541666666667,529.1875,NA,42.875,198.729166666667,14.9166666666667,34.0208333333333,755,NA,280.6,111.9,14,0,15.3,40.1,7.3,0,173.5,164.3,20.1,0,0,36.5,7.7,0
2003-05-20,277.270833333333,NA,NA,32.0833333333333,197.020833333333,13.1875,34.9791666666667,562,NA,209.2,82,10.3,0,10.5,27.1,5,0,177.7,169.5,21.8,0,0,34.8,7.3,0
2003-05-21,269.979166666667,273.75,NA,34.8541666666667,197.75,5,32.375,283,NA,261.7,105.4,12.8,0,12.4,33.4,6,0,142.2,141.8,16.2,0,0,33.3,6.8,0
2003-05-22,276.645833333333,276.125,NA,39.8541666666667,199.4375,5,32.3541666666667,280,NA,253.3,102.3,12.4,0,12.8,34,6,0,157.6,155.5,17.7,0,0,35.6,7.3,0
2003-05-23,294.5,236.333333333333,NA,48.1875,199.604166666667,14.4166666666667,32.2916666666667,228,NA,232.1,92.1,11.1,0,10.7,29.3,5.1,0,120.4,119,13.7,74.6,0,27.1,5.5,5.9
2003-05-24,297.708333333333,229.25,NA,47.7083333333333,196.708333333333,21.625,31.6666666666667,219,NA,205.5,83.5,9.8,3.9,10.1,27.5,4.7,2.8,135.2,135.2,15.6,10,0,29.8,6,6.7
