"Date","Year","Month","Month.n","Day","Tot_DCU_cfs","Ag_DCU_cfs","Riparian_DCU_cfs","OpenWater_DCU_cfs","Urban_DCU_cfs","Rain_cfs","Tot_URGWOM_cfs","five_day_avg_URGWOM_cfs","ten_day_avg_URGWOM_cfs","Use_to_date_since_Jan1"
2018-07-06,2018,"July",NA,6,177.6,79.7,79.1,18.8,0,0.1,177.6,176.4,189.9,34391.1
2018-07-05,2018,"July",NA,5,177.7,79.7,79.1,18.8,0,108.3,69.4,186.1,193.9,34039.5
2018-07-04,2018,"July",NA,4,199.6,89.1,89.3,21.3,0,0.4,199.3,210.9,207.4,33902
2018-07-03,2018,"July",NA,3,203.4,89.6,91.9,21.9,0,0,203.4,206.6,208,33507.5
2018-07-02,2018,"July",NA,2,232.3,102.6,104.8,24.9,0,0,232.3,212.4,208.8,33104.7
2018-07-01,2018,"July",NA,1,226,99.5,102.2,24.3,0,0,226,203.5,208.9,32644.8
2018-06-30,2018,"June",NA,30,193.6,86.1,86.9,20.7,0,0,193.6,201.8,207.4,32197.2
2018-06-29,2018,"June",NA,29,177.9,79.9,79.1,18.8,0,0.3,177.7,204,208.5,31813.8
2018-06-28,2018,"June",NA,28,232.5,102.8,104.8,24.9,0,0,232.5,209.4,209.3,31462
2018-06-27,2018,"June",NA,27,245.8,109.1,110,26.7,0,58.2,187.6,205.1,203.9,31001.7
2018-06-26,2018,"June",NA,26,217.5,96.7,97.1,23.7,0,0,217.5,214.3,201.1,30630.3
2018-06-25,2018,"June",NA,25,204.6,90,92,22.5,0,0,204.6,213.1,154,30199.6
2018-06-24,2018,"June",NA,24,204.6,90.1,92,22.5,0,0,204.6,213.1,147.8,29794.6
2018-06-23,2018,"June",NA,23,211.3,93.7,94.5,23.1,0,0,211.3,209.2,147.2,29389.4
2018-06-22,2018,"June",NA,22,233.5,103.1,104.9,25.5,0,0,233.5,202.7,146.3,28971
2018-06-21,2018,"June",NA,21,211.3,93.7,94.5,23.1,0,0,211.3,188,147.5,28508.8
2018-06-20,2018,"June",NA,20,204.6,90.1,92,22.5,0,0,204.6,95,147.9,28090.3
2018-06-19,2018,"June",NA,19,185.3,83.4,81.9,20.1,0,0,185.3,82.5,146.4,27685.2
2018-06-18,2018,"June",NA,18,178.9,80.2,79.2,19.4,0,0,178.9,85.3,148.1,27318.3
2018-06-17,2018,"June",NA,17,159.7,70.5,71.6,17.6,0,0,159.7,90,152.7,26964
2018-06-16,2018,"June",NA,16,123.9,54.5,56.1,13.4,0,377.6,-253.7,107,158.2,26647.9
2018-06-15,2018,"June",NA,15,194.3,86.1,87,21.3,0,52.1,142.2,200.9,202.6,27150.2
2018-06-14,2018,"June",NA,14,200.1,88.8,89.4,21.9,0,0.7,199.4,210.3,210.8,26868.7
2018-06-13,2018,"June",NA,13,210.5,92.2,94.6,23.7,0,8.2,202.3,210.9,212.3,26473.9
2018-06-12,2018,"June",NA,12,244.8,107.4,110.1,27.3,0,0,244.8,215.4,189.6,26073.4
2018-06-11,2018,"June",NA,11,216,94.5,97.2,24.3,0,0,216,209.4,185.9,25588.7
2018-06-10,2018,"June",NA,10,203,87.8,92.1,23.1,0,13.9,189.1,204.4,185.6,25161
2018-06-09,2018,"June",NA,9,203,87.8,92.1,23.1,0,0.9,202.1,211.2,187.3,24786.6
2018-06-08,2018,"June",NA,8,224.8,96.8,102.4,25.5,0,0,224.8,213.7,187.8,24386.4
2018-06-07,2018,"June",NA,7,215.6,93.3,97.3,24.9,0,0.5,215.1,163.8,186,23941.3
2018-06-06,2018,"June",NA,6,215.1,92.9,97.3,24.9,0,24.4,190.7,162.3,184.4,23515.5
2018-06-05,2018,"June",NA,5,223.6,95.6,102.4,25.5,0,0,223.6,166.8,184.9,23137.9
2018-06-04,2018,"June",NA,4,214.4,92.1,97.3,24.9,0,0,214.4,163.5,182,22695.3
2018-06-03,2018,"June",NA,3,163.1,70.1,74.2,18.8,0,187.8,-24.6,161.9,181.1,22270.8
2018-06-02,2018,"June",NA,2,207.6,88.6,94.7,24.3,0,0,207.6,208.1,202.5,22319.6
2018-06-01,2018,"June",NA,1,213.1,90.9,97.3,24.9,0,0,213.1,206.5,201.1,21908.6
2018-05-31,2018,"May",5,31,206.8,87.8,94.7,24.3,0,0,206.8,202.9,196.5,21486.5
2018-05-30,2018,"May",5,30,206.4,87.4,94.7,24.3,0,0,206.4,200.6,168.8,21077.1
2018-05-29,2018,"May",5,29,206.7,87,94.8,24.9,0,0,206.7,200.4,165.4,20668.5
2018-05-28,2018,"May",5,28,199.3,83.4,92.2,23.7,0,0,199.3,196.8,161.3,20259.3
2018-05-27,2018,"May",5,27,195.6,82.9,89.6,23.1,0,0,195.6,195.8,158.6,19864.7
2018-05-26,2018,"May",5,26,195.2,82.5,89.6,23.1,0,0,195.2,190,159.4,19477.4
2018-05-25,2018,"May",5,25,205.4,85.8,94.8,24.9,0,0,205.4,136.9,157.7,19090.9
2018-05-24,2018,"May",5,24,188.6,78.9,87.2,22.5,0,0,188.6,130.3,156.5,18684.1
2018-05-23,2018,"May",5,23,194.4,81.7,89.6,23.1,0,0,194.4,125.8,154,18310.7
2018-05-22,2018,"May",5,22,166.6,69.6,76.9,20.1,0,0,166.6,121.3,151.7,17925.9
2018-05-21,2018,"May",5,21,154.3,63.7,71.8,18.8,0,224.8,-70.5,128.7,153,17596.1
2018-05-20,2018,"May",5,20,172.6,71.9,79.5,21.3,0,0,172.6,178.4,177.9,17735.7
2018-05-19,2018,"May",5,19,165.7,68.8,76.9,20.1,0,0,165.7,182.6,181,17393.8
2018-05-18,2018,"May",5,18,172.3,71.5,79.5,21.3,0,0,172.3,182.2,184.8,17065.7
2018-05-17,2018,"May",5,17,203.3,82.9,94.9,25.5,0,0,203.3,182.2,187,16724.6
2018-05-16,2018,"May",5,16,178.2,74.2,82.2,21.9,0,0,178.2,177.3,185.4,16322
2018-05-15,2018,"May",5,15,193.4,80,89.7,23.7,0,0,193.4,177.4,185.5,15969.1
2018-05-14,2018,"May",5,14,166.4,68.7,77,20.7,0,2.7,163.6,179.4,182.8,15586.2
2018-05-13,2018,"May",5,13,172.2,71.5,79.5,21.3,0,0,172.2,187.4,181.9,15262.2
2018-05-12,2018,"May",5,12,178.9,74.2,82.2,22.5,0,0,178.9,191.8,177.3,14921.2
2018-05-11,2018,"May",5,11,178.9,74.2,82.2,22.5,0,0,178.9,193.6,171.2,14567
2018-05-10,2018,"May",5,10,203.2,82.8,94.9,25.5,0,0,203.2,193.6,166.6,14212.8
2018-05-09,2018,"May",5,9,203.9,82.8,95,26.1,0,0,203.9,186.3,160.8,13810.4
2018-05-08,2018,"May",5,8,194,79.9,89.8,24.3,0,0,194,176.3,157.1,13406.6
2018-05-07,2018,"May",5,7,187.8,76.8,87.3,23.7,0,0,187.8,162.8,151.4,13022.4
2018-05-06,2018,"May",5,6,178.8,74.1,82.2,22.5,0,0,178.8,148.8,145.9,12650.5
2018-05-05,2018,"May",5,5,166.9,68.6,77.1,21.3,0,0,166.9,139.6,145.4,12296.4
2018-05-04,2018,"May",5,4,154,62.7,71.9,19.4,0,0,154,135.3,143.2,11965.9
2018-05-03,2018,"May",5,3,126.2,51.5,58.9,15.8,0,0,126.2,137.9,144.5,11660.9
2018-05-02,2018,"May",5,2,119.9,48.4,56.4,15.2,0,2,117.9,140,147.9,11410.9
2018-05-01,2018,"May",5,1,132.8,54.2,61.6,17,0,0,132.8,143,150.1,11177.5
2018-04-30,2018,"Apr",4,30,145.7,60,66.8,18.8,0,0,145.7,151.1,150.1,10914.5
2018-04-29,2018,"Apr",4,29,166.9,68.6,77.1,21.3,0,0,166.9,151.1,145.4,10626.1
2018-04-28,2018,"Apr",4,28,145.6,60,66.8,18.8,0,8.7,136.9,151.1,142.7,10295.7
2018-04-27,2018,"Apr",4,27,132.7,54.1,61.6,17,0,0,132.7,155.9,140.9,10024.6
2018-04-26,2018,"Apr",4,26,173.5,71.3,79.7,22.5,0,0,173.5,157.2,142.8,9761.8
2018-04-25,2018,"Apr",4,25,145.6,60,66.8,18.8,0,0,145.6,149,140.6,9418.3
2018-04-24,2018,"Apr",4,24,166.8,68.5,77.1,21.3,0,0,166.8,139.7,139.1,9130
2018-04-23,2018,"Apr",4,23,160.6,65.4,74.5,20.7,0,0,160.6,134.2,134.3,8799.6
2018-04-22,2018,"Apr",4,22,139.4,56.9,64.3,18.2,0,0,139.4,125.9,126.7,8481.6
2018-04-21,2018,"Apr",4,21,132.7,54.1,61.6,17,0,0,132.7,128.4,126.8,8205.7
2018-04-20,2018,"Apr",4,20,99.1,40.2,46.2,12.8,0,0,99.1,132.2,130.3,7942.9
2018-04-19,2018,"Apr",4,19,139.4,56.9,64.3,18.2,0,0,139.4,138.5,133,7746.7
2018-04-18,2018,"Apr",4,18,118.7,46.4,56.5,15.8,0,0,118.7,134.3,131.6,7470.7
2018-04-17,2018,"Apr",4,17,152,60,72,20.1,0,0,152,127.6,131.1,7235.7
2018-04-16,2018,"Apr",4,16,152,60,72,20.1,0,0,152,125.3,128,6934.7
2018-04-15,2018,"Apr",4,15,130.4,51.8,61.6,17,0,0,130.4,128.3,125.6,6633.7
2018-04-14,2018,"Apr",4,14,118.6,46.3,56.5,15.8,0,0,118.6,127.4,123.9,6375.6
2018-04-13,2018,"Apr",4,13,85.3,32.7,41,11.5,0,0,85.3,128.9,123.3,6140.9
2018-04-12,2018,"Apr",4,12,140.1,54.4,66.8,18.8,0,0,140.1,134.6,124.6,5972
2018-04-11,2018,"Apr",4,11,167.4,65.2,79.7,22.5,0,0,167.4,130.7,120.7,5694.7
2018-04-10,2018,"Apr",4,10,125.8,49,59.2,17.6,0,0,125.8,122.8,113.9,5363.2
2018-04-09,2018,"Apr",4,9,125.8,48.9,59.2,17.6,0,0,125.8,120.3,111.9,5114.1
2018-04-08,2018,"Apr",4,8,114.1,43.6,54.1,16.4,0,0,114.1,117.7,108.1,4865.1
2018-04-07,2018,"Apr",4,7,120.6,46.3,56.7,17.6,0,0,120.6,114.5,105.1,4639.2
2018-04-06,2018,"Apr",4,6,127.9,49,59.5,19.4,0,0,127.9,110.6,100.2,4400.4
2018-04-05,2018,"Apr",4,5,113,43.6,51.8,17.6,0,0,113,104.9,84,4147.1
2018-04-04,2018,"Apr",4,4,112.9,43.5,51.8,17.6,0,0,112.9,103.5,77.3,3923.4
2018-04-03,2018,"Apr",4,3,98,38.1,44.1,15.8,0,0,98,98.5,73,3699.7
2018-04-02,2018,"Apr",4,2,101.2,38.1,46.7,16.4,0,0,101.2,95.7,69.8,3505.6
2018-04-01,2018,"Apr",4,1,99.3,38,44.3,17,0,0,99.3,89.8,66.9,3305.2
2018-03-31,2018,"Mar",3,31,106.1,40.8,47,18.2,0,0,106.1,63,64.8,3108.5
2018-03-30,2018,"Mar",3,30,87.7,32.7,39.2,15.8,0,0,87.7,51.1,60.8,2898.5
2018-03-29,2018,"Mar",3,29,84.4,32.6,36.6,15.2,0,0,84.4,47.5,57.6,2724.9
2018-03-28,2018,"Mar",3,28,71.4,26.7,31.4,13.4,0,0,71.4,43.9,53.8,2557.8
2018-03-27,2018,"Mar",3,27,46,16,20.9,9.1,0,80.4,-34.4,44,50.4,2416.5
2018-03-26,2018,"Mar",3,26,62.4,23.9,26.3,12.2,0,16,46.4,66.6,58.3,2484.6
2018-03-25,2018,"Mar",3,25,69.6,26.6,29.1,14,0,0,69.6,70.5,58.1,2392.8
2018-03-24,2018,"Mar",3,24,66.9,23.9,29.1,14,0,0.4,66.6,67.8,55.2,2255
2018-03-23,2018,"Mar",3,23,71.7,26.6,29.3,15.8,0,0,71.7,63.7,52.4,2123.2
2018-03-22,2018,"Mar",3,22,78.8,29.2,32,17.6,0,0,78.8,56.9,48.9,1981.3
2018-03-21,2018,"Mar",3,21,65.8,23.9,26.7,15.2,0,0,65.8,50,43.9,1825.3
2018-03-20,2018,"Mar",3,20,56.2,21.2,21.6,13.4,0,0,56.2,45.8,19.2,1695.1
2018-03-19,2018,"Mar",3,19,46.3,15.9,18.8,11.6,0,0,46.3,42.6,17.5,1583.9
2018-03-18,2018,"Mar",3,18,42.4,15.9,16.1,10.3,0,5.1,37.3,41.1,17.3,1492.2
2018-03-17,2018,"Mar",3,17,44.5,15.9,16.5,12.1,0,0,44.5,40.9,18,1418.3
2018-03-16,2018,"Mar",3,16,44.6,15.9,16.5,12.2,0,0,44.6,37.8,17,1330.1
2018-03-15,2018,"Mar",3,15,42.1,15.9,14,12.2,0,1.6,40.5,-7.4,15.5,1241.9
2018-03-14,2018,"Mar",3,14,38.7,13.3,13.9,11.5,0,0,38.7,-7.6,14.2,1161.7
2018-03-13,2018,"Mar",3,13,36.2,13.3,11.4,11.6,0,0,36.2,-6.5,14.3,1085.1
2018-03-12,2018,"Mar",3,12,29,10.7,8.6,9.7,0,0,29,-4.9,14.7,1013.3
2018-03-11,2018,"Mar",3,11,26.9,10.7,8.3,7.9,0,208.4,-181.5,-3.8,13.1,955.9
2018-03-10,2018,"Mar",3,10,39.6,15.9,11.5,12.2,0,0.1,39.5,38.4,32.3,1315.4
2018-03-09,2018,"Mar",3,9,44.2,16,14.2,14,0,0,44.2,36.1,28.6,1237.1
2018-03-08,2018,"Mar",3,8,44.2,16,14.2,14,0,0,44.2,35.2,25.3,1149.5
2018-03-07,2018,"Mar",3,7,34.8,13.3,11.2,10.3,0,0,34.8,34.3,22,1062
2018-03-06,2018,"Mar",3,6,29,10.7,8.6,9.7,0,0,29,30,19.4,993.1
2018-03-05,2018,"Mar",3,5,28.3,10.7,8.5,9.1,0,0,28.3,26.2,17.1,935.7
2018-03-04,2018,"Mar",3,4,39.6,15.9,11.5,12.2,0,0,39.6,21,15.4,879.7
2018-03-03,2018,"Mar",3,3,39.6,15.9,11.5,12.2,0,0,39.6,15.5,12.1,801.3
2018-03-02,2018,"Mar",3,2,13.3,0,1.7,11.6,0,0,13.3,9.7,9,722.9
2018-03-01,2018,"Mar",3,1,10.5,0,1.4,9.1,0,0,10.5,8.8,7.2,696.5
2018-02-28,2018,"Feb",2,28,9.1,0,1.2,7.9,0,6.9,2.2,8,6.6,675.8
2018-02-27,2018,"Feb",2,27,11.8,0,1.5,10.3,0,0,11.8,9.7,7.4,671.4
2018-02-26,2018,"Feb",2,26,10.5,0,1.4,9.1,0,0,10.5,8.7,7.3,648
2018-02-25,2018,"Feb",2,25,9.1,0,1.2,7.9,0,0,9.1,8.4,5.6,627.2
2018-02-24,2018,"Feb",2,24,7,0,0.9,6.1,0,0.4,6.6,5.7,1.5,609.2
2018-02-23,2018,"Feb",2,23,10.4,0,1.4,9.1,0,0,10.4,5.1,0,596.2
2018-02-22,2018,"Feb",2,22,7,0,0.9,6.1,0,0,7,5.2,0.1,575.5
2018-02-21,2018,"Feb",2,21,9.1,0,1.2,7.9,0,0.2,9,5.9,0.3,561.7
2018-02-20,2018,"Feb",2,20,6.9,0,0.9,6.1,0,11.7,-4.7,2.9,-0.2,544
2018-02-19,2018,"Feb",2,19,9.1,0,1.2,7.9,0,5.4,3.7,-2.7,1.4,553.3
2018-02-18,2018,"Feb",2,18,11.2,0,1.5,9.7,0,0.1,11.1,-5,2.1,546
2018-02-17,2018,"Feb",2,17,10.5,0,1.4,9.1,0,0,10.5,-5,2,524
2018-02-16,2018,"Feb",2,16,4.2,0,0.5,3.6,0,10.3,-6.1,-5.3,1.8,503.2
2018-02-15,2018,"Feb",2,15,4.9,0,0.6,4.2,0,37.5,-32.7,-3.4,2.8,515.4
2018-02-14,2018,"Feb",2,14,10.5,0,1.4,9.1,0,18.2,-7.7,5.4,7.1,580.1
2018-02-13,2018,"Feb",2,13,11.2,0,1.5,9.7,0,0,11.2,9.2,9,595.3
2018-02-12,2018,"Feb",2,12,9.1,0,1.2,7.9,0,0.1,9,9,8.9,573.2
2018-02-11,2018,"Feb",2,11,7,0,0.9,6.1,0,3.6,3.4,8.9,9,555.4
2018-02-10,2018,"Feb",2,10,11.2,0,1.5,9.7,0,0,11.2,9,9.6,548.6
2018-02-09,2018,"Feb",2,9,11.2,0,1.5,9.7,0,0,11.2,8.9,9.5,526.5
2018-02-08,2018,"Feb",2,8,10.5,0,1.4,9.1,0,0,10.5,8.7,9.3,504.4
2018-02-07,2018,"Feb",2,7,8.4,0,1.1,7.3,0,0,8.4,8.7,9.1,483.7
2018-02-06,2018,"Feb",2,6,10.5,0,1.4,9.1,0,6.7,3.8,9.1,9,467
2018-02-05,2018,"Feb",2,5,10.5,0,1.4,9.1,0,0,10.5,10.2,9.2,459.5
2018-02-04,2018,"Feb",2,4,10.5,0,1.4,9.1,0,0,10.5,10.2,8.9,438.8
2018-02-03,2018,"Feb",2,3,10.5,0,1.4,9.1,0,0,10.5,9.9,8.5,418.1
2018-02-02,2018,"Feb",2,2,10.5,0,1.4,9.1,0,0,10.5,9.5,8.1,397.4
2018-02-01,2018,"Feb",2,1,9.1,0,1.2,7.9,0,0,9.1,8.8,7.7,376.7
2018-01-31,2018,"Jan",1,31,10.5,0,1.4,9.1,0,0,10.5,8.2,7.3,358.7
2018-01-30,2018,"Jan",1,30,9.1,0,1.2,7.9,0,0,9.1,7.5,6.4,338
2018-01-29,2018,"Jan",1,29,8.4,0,1.1,7.3,0,0,8.4,7.1,6,320
2018-01-28,2018,"Jan",1,28,7,0,0.9,6.1,0,0,7,6.7,5.8,303.4
2018-01-27,2018,"Jan",1,27,6.3,0,0.8,5.5,0,0,6.3,6.6,5.8,289.6
2018-01-26,2018,"Jan",1,26,7,0,0.9,6.1,0,0,7,6.3,5.6,277.1
2018-01-25,2018,"Jan",1,25,7,0,0.9,6.1,0,0,7,5.2,5.3,263.3
2018-01-24,2018,"Jan",1,24,6.3,0,0.8,5.5,0,0,6.3,4.8,4.9,249.5
2018-01-23,2018,"Jan",1,23,6.3,0,0.8,5.5,0,0,6.3,5,5,237
2018-01-22,2018,"Jan",1,22,4.9,0,0.6,4.3,0,0,4.9,5,5.1,224.6
2018-01-21,2018,"Jan",1,21,4.9,0,0.6,4.3,0,3.2,1.7,5,5.3,214.9
2018-01-20,2018,"Jan",1,20,8.4,0,1.1,7.3,0,3.5,4.9,5.4,5.7,211.4
2018-01-19,2018,"Jan",1,19,7,0,0.9,6.1,0,0,7,5,4.1,201.8
2018-01-18,2018,"Jan",1,18,6.3,0,0.8,5.5,0,0,6.3,5,4.2,188
2018-01-17,2018,"Jan",1,17,4.9,0,0.6,4.3,0,0,4.9,5.2,4.3,175.5
2018-01-16,2018,"Jan",1,16,4.2,0,0.5,3.6,0,0,4.2,5.6,4.5,165.8
2018-01-15,2018,"Jan",1,15,2.8,0,0.3,2.4,0,0,2.8,6,4.7,157.6
2018-01-14,2018,"Jan",1,14,7,0,0.9,6.1,0,0,7,3.1,5.2,152.1
2018-01-13,2018,"Jan",1,13,7,0,0.9,6.1,0,0,7,3.4,5.1,138.3
2018-01-12,2018,"Jan",1,12,7,0,0.9,6.1,0,0,7,3.4,5,124.5
2018-01-11,2018,"Jan",1,11,6.3,0,0.8,5.5,0,0,6.3,3.4,5,110.7
2018-01-10,2018,"Jan",1,10,4.9,0,0.6,4.3,0,16.6,-11.8,3.5,5,98.2
2018-01-09,2018,"Jan",1,9,8.4,0,1.1,7.3,0,0,8.4,7.2,6.1,121.5
2018-01-08,2018,"Jan",1,8,6.9,0,0.9,6,0,0,6.9,6.8,5.3,105
2018-01-07,2018,"Jan",1,7,7,0,0.9,6.1,0,0,7,6.7,4.6,91.2
2018-01-06,2018,"Jan",1,6,7,0,0.9,6.1,0,0,7,6.6,3.9,77.4
2018-01-05,2018,"Jan",1,5,7,0,0.9,6.1,0,0,7,6.4,3.2,63.6
2018-01-04,2018,"Jan",1,4,6.3,0,0.8,5.5,0,0,6.3,5,2.5,49.8
2018-01-03,2018,"Jan",1,3,6.3,0,0.8,5.5,0,0,6.3,3.8,1.9,37.4
2018-01-02,2018,"Jan",1,2,6.3,0,0.8,5.5,0,0,6.3,2.5,1.3,24.9
2018-01-01,2018,"Jan",1,1,6.3,0,0.8,5.5,0,0,6.3,1.3,0.6,12.4
