"Date","Year","Month","Month.n","Day","Tot_DCU_cfs","Ag_DCU_cfs","Riparian_DCU_cfs","OpenWater_DCU_cfs","Urban_DCU_cfs","Rain_cfs","Tot_URGWOM_cfs","five_day_avg_URGWOM_cfs","ten_day_avg_URGWOM_cfs","Use_to_date_since_Jan1"
2019-10-21,2019,"Oct",10,21,85.1,33.2,40.9,11,0,0,85.1,81.6,91.1,58265.1
2019-10-20,2019,"Oct",10,20,85,33.2,40.9,10.9,0,0,85,85.3,90.2,58096.6
2019-10-19,2019,"Oct",10,19,85.1,33.2,40.9,10.9,0,0,85.1,89,90.2,57928.2
2019-10-18,2019,"Oct",10,18,75.9,30.4,35.8,9.7,0,20.2,55.6,92.7,92.7,57759.8
2019-10-17,2019,"Oct",10,17,97,38.7,46.2,12.2,0,0,97,102.2,90.2,57649.6
2019-10-16,2019,"Oct",10,16,103.6,41.5,48.7,13.4,0,0,103.6,100.7,90.2,57457.5
2019-10-15,2019,"Oct",10,15,103.5,41.5,48.7,13.4,0,0,103.5,95.2,90.2,57252.5
2019-10-14,2019,"Oct",10,14,103.6,41.5,48.7,13.4,0,0,103.6,91.5,90.7,57047.4
2019-10-13,2019,"Oct",10,13,103.5,41.5,48.7,13.4,0,0,103.5,92.7,68,56842.4
2019-10-12,2019,"Oct",10,12,91,36,43.5,11.6,0,1.6,89.4,78.1,69.5,56637.4
2019-10-11,2019,"Oct",10,11,75.9,30.4,35.8,9.7,0,0,75.9,79.6,72.3,56460.4
2019-10-10,2019,"Oct",10,10,85.1,33.2,40.9,10.9,0,0,85.1,85.1,71.7,56310.1
2019-10-09,2019,"Oct",10,9,109.5,44.2,51.3,14,0,0,109.5,90,76.3,56141.7
2019-10-08,2019,"Oct",10,8,97,38.7,46.2,12.1,0,66.5,30.5,43.4,77.8,55924.9
2019-10-07,2019,"Oct",10,7,97,38.7,46.2,12.1,0,0,97,60.9,86.5,55864.5
2019-10-06,2019,"Oct",10,6,103.5,41.5,48.7,13.4,0,0,103.5,65,88.4,55672.4
2019-10-05,2019,"Oct",10,5,109.5,44.2,51.3,14,0,0,109.5,58.3,91,55467.4
2019-10-04,2019,"Oct",10,4,70,27.6,33.2,9.1,0,193.6,-123.6,62.5,92.4,55250.6
2019-10-03,2019,"Oct",10,3,117.9,47,56.3,14.6,0,0,117.9,112.1,116.6,55495.3
2019-10-02,2019,"Oct",10,2,117.9,47,56.3,14.6,0,0.1,117.8,112.1,109.8,55261.9
2019-10-01,2019,"Oct",10,1,70,27.6,33.2,9.1,0,0,70,111.7,110.4,55028.7
2019-09-30,2019,"Sep",9,30,130.4,52.5,61.5,16.4,0,0,130.4,123.8,114.6,54890.1
2019-09-29,2019,"Sep",9,29,124.5,49.8,58.9,15.8,0,0,124.5,122.3,114.5,54631.9
2019-09-28,2019,"Sep",9,28,117.9,47,56.3,14.6,0,0,117.9,121,115.9,54385.3
2019-09-27,2019,"Sep",9,27,123.8,49.8,58.8,15.2,0,8.2,115.6,107.6,117.1,54152
2019-09-26,2019,"Sep",9,26,130.4,52.5,61.5,16.4,0,0,130.4,109.2,117.1,53923
2019-09-25,2019,"Sep",9,25,123.8,49.8,58.8,15.2,0,0.5,123.3,105.4,92.7,53664.8
2019-09-24,2019,"Sep",9,24,117.9,47,56.3,14.6,0,0,117.9,106.7,70.6,53420.7
2019-09-23,2019,"Sep",9,23,130.4,52.5,61.5,16.4,0,79.7,50.7,110.9,43.6,53187.3
2019-09-22,2019,"Sep",9,22,123.8,49.8,58.8,15.2,0,0,123.8,126.7,54.8,53086.9
2019-09-21,2019,"Sep",9,21,123.8,49.8,58.8,15.2,0,12.4,111.3,125,56.6,52841.8
2019-09-20,2019,"Sep",9,20,129.7,52.5,61.4,15.8,0,0,129.7,79.9,59.1,52621.4
2019-09-19,2019,"Sep",9,19,142.3,58.1,66.6,17.6,0,3.4,138.9,34.5,57.5,52364.6
2019-09-18,2019,"Sep",9,18,129.7,52.5,61.4,15.8,0,0,129.7,-23.6,57.8,52089.5
2019-09-17,2019,"Sep",9,17,117.9,47,56.3,14.6,0,2.7,115.2,-17,55.2,51832.7
2019-09-16,2019,"Sep",9,16,129.9,52.7,61.4,15.8,0,243.8,-113.9,-11.7,56.6,51604.7
2019-09-15,2019,"Sep",9,15,69.4,27.7,33.2,8.5,0,166.7,-97.3,38.4,85.8,51830.1
2019-09-14,2019,"Sep",9,14,135.8,55.4,64,16.4,0,287.8,-151.9,80.6,113.3,52022.9
2019-09-13,2019,"Sep",9,13,162.7,66.5,76.8,19.4,0,0,162.7,139.3,144.9,52323.7
2019-09-12,2019,"Sep",9,12,141.8,58.3,66.5,17,0,0,141.8,127.5,144,52001.4
2019-09-11,2019,"Sep",9,11,141.8,58.3,66.5,17,0,5.4,136.5,124.9,148.3,51720.6
2019-09-10,2019,"Sep",9,10,135.9,55.4,64,16.4,0,22.1,113.8,133.2,150.1,51450.4
2019-09-09,2019,"Sep",9,9,141.9,58.3,66.5,17,0,0,141.9,146,155.2,51225.2
2019-09-08,2019,"Sep",9,8,141.9,58.3,66.5,17,0,38.3,103.5,150.5,158.1,50944.3
2019-09-07,2019,"Sep",9,7,165,71.9,74.2,18.8,0,35.9,129,160.5,165.5,50739.3
2019-09-06,2019,"Sep",9,6,177.8,78.4,79.3,20.1,0,0,177.8,171.6,170.1,50483.8
2019-09-05,2019,"Sep",9,5,177.8,78.4,79.3,20.1,0,0,177.8,167,161.8,50131.8
2019-09-04,2019,"Sep",9,4,164.6,72.2,74.1,18.2,0,0,164.6,164.4,164.4,49779.8
2019-09-03,2019,"Sep",9,3,177.8,78.4,79.3,20,0,24.4,153.4,165.6,168.2,49453.9
2019-09-02,2019,"Sep",9,2,184.5,81.9,82,20.7,0,0,184.5,170.5,170.1,49150.1
2019-09-01,2019,"Sep",9,1,184.5,81.9,82,20.7,0,30,154.5,168.5,164,48784.8
2019-08-31,2019,"Aug",8,31,164.9,72.6,74.1,18.2,0,0,164.9,156.7,165.7,48478.9
2019-08-30,2019,"Aug",8,30,171.1,75.6,76.7,18.8,0,0.5,170.6,164.4,167.4,48152.4
2019-08-29,2019,"Aug",8,29,177.7,79.1,79.2,19.4,0,0,177.7,170.9,170.1,47814.5
2019-08-28,2019,"Aug",8,28,177.7,79.1,79.2,19.4,0,3,174.8,169.6,172.3,47462.6
2019-08-27,2019,"Aug",8,27,165.3,72.9,74.1,18.2,0,69.7,95.5,159.4,172.5,47116.5
2019-08-26,2019,"Aug",8,26,203.2,88.7,92,22.5,0,0,203.2,174.7,181.2,46927.4
2019-08-25,2019,"Aug",8,25,203.2,88.7,92,22.5,0,0,203.2,170.3,180.8,46525
2019-08-24,2019,"Aug",8,24,171.5,76,76.7,18.8,0,0,171.5,169.4,178.5,46122.7
2019-08-23,2019,"Aug",8,23,171.5,76,76.7,18.8,0,47.7,123.8,174.9,166.5,45783.1
2019-08-22,2019,"Aug",8,22,177.7,79.1,79.2,19.4,0,5.7,172.1,185.5,173.4,45538.1
2019-08-21,2019,"Aug",8,21,184.1,82.2,81.9,20.1,0,3,181.2,187.6,173.2,45197.4
2019-08-20,2019,"Aug",8,20,199,88.4,89.3,21.3,0,0.5,198.5,191.2,164.7,44838.7
2019-08-19,2019,"Aug",8,19,199,88.4,89.3,21.3,0,0,199,187.6,157.4,44445.6
2019-08-18,2019,"Aug",8,18,177,79.1,79.1,18.8,0,0,177,158.2,139.6,44051.7
2019-08-17,2019,"Aug",8,17,192.8,85.3,86.9,20.7,0,10.3,182.5,161.2,139.3,43701.2
2019-08-16,2019,"Aug",8,16,199,88.4,89.3,21.3,0,0,199,158.9,134.8,43339.8
2019-08-15,2019,"Aug",8,15,183.4,82.2,81.8,19.4,0,2.7,180.7,138.2,127.8,42945.8
2019-08-14,2019,"Aug",8,14,164.6,72.9,74.1,17.6,0,112.9,51.7,127.1,128,42588
2019-08-13,2019,"Aug",8,13,192.1,85.3,86.8,20,0,0,192.1,121.1,139.8,42485.6
2019-08-12,2019,"Aug",8,12,170.8,76,76.6,18.2,0,0,170.8,117.4,115.5,42105.2
2019-08-11,2019,"Aug",8,11,177.1,79.1,79.1,18.9,0,81.6,95.5,110.8,116.2,41767.1
2019-08-10,2019,"Aug",8,10,170.8,76,76.6,18.2,0,45.5,125.3,117.5,125.9,41578
2019-08-09,2019,"Aug",8,9,183.4,82.2,81.8,19.5,0,161.6,21.8,129,132.6,41330
2019-08-08,2019,"Aug",8,8,198.2,88.4,89.2,20.6,0,24.8,173.5,158.4,150.1,41286.8
2019-08-07,2019,"Aug",8,7,183.4,82.2,81.8,19.4,0,45.3,138.1,113.7,150.4,40943.3
2019-08-06,2019,"Aug",8,6,142.3,63.2,63.8,15.2,0,13.3,128.9,121.6,155.7,40669.8
2019-08-05,2019,"Aug",8,5,182.7,82.2,81.7,18.8,0,0,182.7,134.4,156.1,40414.5
2019-08-04,2019,"Aug",8,4,176.3,79.1,79,18.2,0,7.5,168.9,136.1,154.9,40052.8
2019-08-03,2019,"Aug",8,3,198.3,88.4,89.2,20.7,0,248.5,-50.2,141.9,143.5,39718.4
2019-08-02,2019,"Aug",8,2,198.3,88.4,89.2,20.7,0,20.6,177.7,187.1,167.8,39817.9
2019-08-01,2019,"Aug",8,1,197.6,88.4,89.1,20.1,0,4.8,192.8,189.9,164.3,39466.1
2019-07-31,2019,"July",NA,31,191.4,85.3,86.7,19.5,0,0,191.4,177.8,159.9,39084.4
2019-07-30,2019,"July",NA,30,197.6,88.4,89.1,20.1,0,0,197.6,173.6,155.6,38705.3
2019-07-29,2019,"July",NA,29,176.3,79.1,79,18.2,0,0.4,175.9,145.2,158.2,38314.1
2019-07-28,2019,"July",NA,28,197.6,88.4,89.1,20,0,5.9,191.7,148.4,162.2,37965.8
2019-07-27,2019,"July",NA,27,191.4,85.3,86.7,19.5,0,58.9,132.5,138.7,166.2,37586.3
2019-07-26,2019,"July",NA,26,176.3,79.1,79,18.2,0,6,170.3,142,167.7,37323.9
2019-07-25,2019,"July",NA,25,198.3,88.4,89.2,20.7,0,142.8,55.4,137.6,169.6,36986.6
2019-07-24,2019,"July",NA,24,192.1,85.3,86.8,20.1,0,0,192.1,171.2,182.8,36876.9
2019-07-23,2019,"July",NA,23,164.5,73.6,74,17,0,21.6,143,176,185,36496.4
2019-07-22,2019,"July",NA,22,149.3,67.1,66.4,15.8,0,0,149.3,193.8,186.5,36213.3
2019-07-21,2019,"July",NA,21,209.6,93.3,94.3,21.9,0,61.3,148.3,193.4,193,35917.8
2019-07-20,2019,"July",NA,20,225.5,99.6,102.2,23.7,0,2.2,223.3,201.6,191.5,35624.3
2019-07-19,2019,"July",NA,19,216.1,96.6,97,22.5,0,0,216.1,194.4,193.1,35182.1
2019-07-18,2019,"July",NA,18,232,103,104.7,24.3,0,0,232,194,192.6,34754.3
2019-07-17,2019,"July",NA,17,199.7,89.8,89.2,20.7,0,52.3,147.3,179.2,187.9,34294.8
2019-07-16,2019,"July",NA,16,203.4,90.3,91.8,21.3,0,14,189.4,192.7,174,34003.1
2019-07-15,2019,"July",NA,15,210.1,93.9,94.3,21.9,0,23.1,187,181.3,168.2,33628.1
2019-07-14,2019,"July",NA,14,217.4,97.2,97,23.1,0,3.3,214,191.8,171.3,33257.8
2019-07-13,2019,"July",NA,13,200.1,90.2,89.2,20.7,0,41.7,158.4,191.3,171.1,32834
2019-07-12,2019,"July",NA,12,217.6,97.4,97,23.1,0,3.1,214.5,196.6,176.5,32520.3
2019-07-11,2019,"July",NA,11,203.9,90.8,91.8,21.3,0,71.2,132.7,155.3,172.5,32095.7
2019-07-10,2019,"July",NA,10,239.1,107,107.2,24.9,0,0,239.1,155,174.5,31832.9
2019-07-09,2019,"July",NA,9,211.5,94.6,94.4,22.5,0,0,211.5,150.8,172,31359.4
2019-07-08,2019,"July",NA,8,185.6,84.4,81.8,19.4,0,0.6,185,150.9,173.6,30940.5
2019-07-07,2019,"July",NA,7,159.3,71.5,71.4,16.4,0,151.4,7.9,156.3,176.9,30574.3
2019-07-06,2019,"July",NA,6,159.3,71.5,71.4,16.4,0,28,131.4,189.8,162.2,30558.6
2019-07-05,2019,"July",NA,5,218.3,98.1,97,23.1,0,0,218.3,194,155.1,30298.5
2019-07-04,2019,"July",NA,4,212,95.1,94.4,22.5,0,0,212,193.2,155.3,29866.3
2019-07-03,2019,"July",NA,3,212.1,95.2,94.4,22.5,0,0,212.1,196.3,154.8,29446.5
2019-07-02,2019,"July",NA,2,195.7,88.2,86.9,20.7,0,20.7,175,197.5,152.3,29026.5
2019-07-01,2019,"July",NA,1,205.6,91.9,91.9,21.9,0,53.1,152.6,134.6,153,28679.9
2019-06-30,2019,"June",NA,30,218.8,98.7,97,23.1,0,4.4,214.5,116.2,159.7,28377.9
2019-06-29,2019,"June",NA,29,228.6,102,102.2,24.3,0,1.2,227.4,117.3,158.6,27953.3
2019-06-28,2019,"June",NA,28,219.8,98.9,97.1,23.7,0,1.7,218,113.2,157.1,27503
2019-06-27,2019,"June",NA,27,196.2,88.7,86.9,20.7,0,335.8,-139.6,107.2,153.1,27071.3
2019-06-26,2019,"June",NA,26,229,102.4,102.2,24.3,0,168.5,60.5,171.3,181.7,27347.7
2019-06-25,2019,"June",NA,25,220.1,99.3,97.1,23.7,0,0,220.1,203.3,195.6,27228
2019-06-24,2019,"June",NA,24,207.1,92.7,92,22.5,0,0,207.1,200,193.8,26792.1
2019-06-23,2019,"June",NA,23,187.7,85.8,81.9,20.1,0,0,187.7,201,193.8,26382
2019-06-22,2019,"June",NA,22,181.2,82.5,79.2,19.5,0,0,181.2,198.9,192,26010.3
2019-06-21,2019,"June",NA,21,220.4,99.5,97.1,23.7,0,0,220.4,192,194.2,25651.5
2019-06-20,2019,"June",NA,20,203.5,92.2,89.4,21.9,0,0,203.5,187.9,192.8,25215.2
2019-06-19,2019,"June",NA,19,213.9,96.3,94.5,23.1,0,1.7,212.2,187.6,186.9,24812.2
2019-06-18,2019,"June",NA,18,203.5,92.2,89.4,21.9,0,26.2,177.3,186.6,185.9,24392
2019-06-17,2019,"June",NA,17,174.8,79.3,76.7,18.8,0,28.4,146.4,185.1,188.4,24040.9
2019-06-16,2019,"June",NA,16,207.2,92.7,92,22.5,0,7,200.1,196.4,194.3,23751
2019-06-15,2019,"June",NA,15,203.2,91.9,89.4,21.9,0,1,202.2,197.6,194.3,23354.8
2019-06-14,2019,"June",NA,14,207.2,92,92.1,23.1,0,0,207.2,186.2,187.5,22954.4
2019-06-13,2019,"June",NA,13,202.5,91.2,89.4,21.9,0,32.8,169.7,185.2,161.8,22544.2
2019-06-12,2019,"June",NA,12,202.9,90.9,89.5,22.5,0,0,202.9,191.7,164.3,22208.2
2019-06-11,2019,"June",NA,11,206.2,91,92.1,23.1,0,0,206.2,192.2,163.4,21806.5
2019-06-10,2019,"June",NA,10,145.1,64.7,64,16.4,0,0,145.1,190.9,133.6,21398.2
2019-06-09,2019,"June",NA,9,202.2,90.3,89.5,22.5,0,0,202.2,188.8,137.6,21110.8
2019-06-08,2019,"June",NA,8,201.9,89.9,89.5,22.5,0,0,201.9,138.4,133.3,20710.4
2019-06-07,2019,"June",NA,7,205.2,90.1,92.1,23.1,0,0,205.2,136.9,129.6,20310.5
2019-06-06,2019,"June",NA,6,201.2,89.3,89.5,22.5,0,1.3,199.9,134.6,124,19904.2
2019-06-05,2019,"June",NA,5,160.1,70.2,71.7,18.2,0,25.3,134.9,76.4,121.8,19508.4
2019-06-04,2019,"June",NA,4,172.3,76.1,76.8,19.4,0,222.4,-50.1,86.4,121.7,19241.3
2019-06-03,2019,"June",NA,3,194.3,85.4,87.1,21.9,0,0,194.3,128.1,145.9,19340.4
2019-06-02,2019,"June",NA,2,194,85.1,87.1,21.9,0,0,194,122.3,144.2,18955.6
2019-06-01,2019,"June",NA,1,165.6,72.5,74.2,18.9,0,256.9,-91.3,113.4,139.6,18571.5
2019-05-31,2019,"May",5,31,184.8,81.5,82,21.3,0,0,184.8,167.2,165.8,18752.3
2019-05-30,2019,"May",5,30,158.8,68.9,71.7,18.2,0,0,158.8,157,160.2,18386.3
2019-05-29,2019,"May",5,29,165,71.9,74.2,18.9,0,0,165,163.7,155.3,18071.9
2019-05-28,2019,"May",5,28,149.6,65.4,66.6,17.6,0,0,149.6,166.1,153.5,17745.2
2019-05-27,2019,"May",5,27,177.7,77.6,79.4,20.7,0,0,177.7,165.9,152.7,17448.9
2019-05-26,2019,"May",5,26,184.2,80.2,82.2,21.9,0,50.6,133.6,164.4,148.5,17097.1
2019-05-25,2019,"May",5,25,192.7,83.1,87.2,22.5,0,0,192.7,163.4,153.3,16832.5
2019-05-24,2019,"May",5,24,176.7,76.6,79.4,20.7,0,0,176.7,146.8,152.3,16450.9
2019-05-23,2019,"May",5,23,148.7,64.4,66.6,17.6,0,0,148.7,141,152.7,16101
2019-05-22,2019,"May",5,22,170.1,73.1,76.9,20.1,0,0,170.1,139.5,154.8,15806.7
2019-05-21,2019,"May",5,21,128.7,54.7,58.8,15.2,0,0,128.7,132.6,149.9,15469.9
2019-05-20,2019,"May",5,20,128.7,54.7,58.8,15.2,0,18.8,109.9,143.3,147.7,15215
2019-05-19,2019,"May",5,19,147.7,63.4,66.6,17.6,0,0,147.7,157.7,114.7,14997.4
2019-05-18,2019,"May",5,18,141.3,60.2,64.1,17,0,0,141.3,164.4,111.3,14705
2019-05-17,2019,"May",5,17,135.1,57.3,61.5,16.4,0,0,135.1,170.1,107.8,14425.3
2019-05-16,2019,"May",5,16,182.3,78.2,82.2,21.9,0,0,182.3,167.3,107.1,14157.7
2019-05-15,2019,"May",5,15,182.3,78.2,82.2,21.9,0,0,182.3,152,106,13796.7
2019-05-14,2019,"May",5,14,183,78.2,82.2,22.5,0,2.2,180.8,71.8,104.1,13435.7
2019-05-13,2019,"May",5,13,170.1,72.4,77,20.7,0,0,170.1,58.2,103.1,13077.8
2019-05-12,2019,"May",5,12,148.4,63.4,66.7,18.2,0,27.5,120.9,45.5,101,12741.1
2019-05-11,2019,"May",5,11,113.5,48.3,51.3,14,0,7.3,106.3,47,104.7,12501.8
2019-05-10,2019,"May",5,10,62.4,27.1,28.1,7.3,0,281.6,-219.2,59.9,109.8,12291.4
2019-05-09,2019,"May",5,9,129.1,54.4,58.9,15.8,0,16.2,112.9,136.5,146,12725.4
2019-05-08,2019,"May",5,8,113.5,48.3,51.3,14,0,7.1,106.5,148.1,151.1,12501.9
2019-05-07,2019,"May",5,7,135.9,57.3,61.6,17,0,7.1,128.8,156.6,158.1,12291.1
2019-05-06,2019,"May",5,6,170.7,72.4,77.1,21.3,0,0,170.7,162.4,161.7,12036.1
2019-05-05,2019,"May",5,5,163.7,69.2,74.4,20.1,0,0,163.7,159.8,156.5,11698
2019-05-04,2019,"May",5,4,170.8,72.4,77.1,21.3,0,0,170.8,155.4,157.2,11373.8
2019-05-03,2019,"May",5,3,149.1,63.4,66.8,18.8,0,0,149.1,154.1,154.3,11035.7
2019-05-02,2019,"May",5,2,157.6,66.3,71.9,19.4,0,0,157.6,159.7,149,10740.6
2019-05-01,2019,"May",5,1,157.6,66.3,71.9,19.5,0,0,157.6,161,143.3,10428.5
2019-04-30,2019,"Apr",4,30,141.9,60.1,64.2,17.6,0,0,141.9,153.1,143.3,10116.4
2019-04-29,2019,"Apr",4,29,164.4,69.2,74.5,20.7,0,0,164.4,158.9,146.2,9835.4
2019-04-28,2019,"Apr",4,28,176.8,75.3,79.6,21.9,0,0,176.8,154.6,144.7,9509.9
2019-04-27,2019,"Apr",4,27,164.4,69.2,74.5,20.7,0,0,164.4,138.4,139.8,9159.8
2019-04-26,2019,"Apr",4,26,149.1,63.4,66.8,18.9,0,30.9,118.2,125.5,132,8834.3
2019-04-25,2019,"Apr",4,25,170.8,72.4,77.1,21.3,0,0,170.8,133.5,132.8,8600.3
2019-04-24,2019,"Apr",4,24,142.6,60.1,64.3,18.3,0,0,142.6,133.5,131.4,8262.2
2019-04-23,2019,"Apr",4,23,122.7,51.2,56.4,15.2,0,26.6,96.1,134.8,131.2,7979.8
2019-04-22,2019,"Apr",4,22,135.9,57.3,61.6,17,0,35.9,99.9,141.2,129.2,7789.5
2019-04-21,2019,"Apr",4,21,158.3,66.3,72,20,0,0,158.3,138.6,123.2,7591.6
2019-04-20,2019,"Apr",4,20,170.8,72.4,77.1,21.3,0,0,170.8,132.1,115.2,7278.2
2019-04-19,2019,"Apr",4,19,149.1,63.4,66.8,18.9,0,0,149.1,129.2,107.9,6940.1
2019-04-18,2019,"Apr",4,18,127.8,52.4,59,16.4,0,0,127.8,127.5,108.8,6645
2019-04-17,2019,"Apr",4,17,86.9,35,40.9,10.9,0,0,86.9,117.3,110.5,6391.9
2019-04-16,2019,"Apr",4,16,127.8,52.4,59,16.4,0,1.8,126.1,107.8,114.7,6219.9
2019-04-15,2019,"Apr",4,15,156.1,64,72,20.1,0,0,156.1,98.4,111.1,5970.3
2019-04-14,2019,"Apr",4,14,140.6,58.1,64.3,18.2,0,0,140.6,86.6,105.4,5661.3
2019-04-13,2019,"Apr",4,13,87.5,34.9,41,11.6,0,10.4,77.1,90.1,101,5383
2019-04-12,2019,"Apr",4,12,87.4,34.8,41,11.6,0,48.3,39.1,103.6,102,5230.4
2019-04-11,2019,"Apr",4,11,87.4,34.8,41,11.5,0,8.3,79.1,121.7,108.1,5152.9
2019-04-10,2019,"Apr",4,10,97.4,37.7,46.3,13.4,0,0,97.4,123.8,107,4996.3
2019-04-09,2019,"Apr",4,9,157.8,63.7,72.3,21.9,0,0,157.8,124.2,88.6,4803.6
2019-04-08,2019,"Apr",4,8,144.8,57.7,67,20.1,0,0,144.8,112,79.4,4491.1
2019-04-07,2019,"Apr",4,7,129.5,52,59.3,18.2,0,0,129.5,100.4,73.6,4204.5
